ISIN,ausstiegskosten,bezugsverhaeltnis,einstiegskosten,erstelldatum,faelligkeitsdatum,gesamtkosten_0,mittleres_szenario_0,relative_gesamtkosten_0,risikoklasse,gesamtkosten_1,mittleres_szenario_1,relative_gesamtkosten_1,gesamtkosten_2,mittleres_szenario_2,relative_gesamtkosten_2
DE000CU583P6,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,33","10.831,07","0,04",4,"4,77","10.632,84","0,05",,,
DE000CU583Q4,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,42","10.810,24","0,04",4,"4,86","10.630,86","0,05",,,
DE000CU583R2,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,23","10.790,18","0,04",4,"4,67","10.628,57","0,05",,,
DE000CU583S0,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,49","10.770,45","0,04",4,"4,92","10.625,37","0,05",,,
DE000CU583T8,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,52","10.751,72","0,04",4,"4,95","10.622,00","0,05",,,
DE000CU583U6,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"4,99","10.733,05","0,05",4,"5,43","10.617,60","0,06",,,
DE000CU583V4,"0,00","0,01","0,05",3. September 2019,23. Oktober 2020,"4,90","10.715,62","0,05",4,"5,33","10.613,39","0,06",,,
DE000CU583W2,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,53","10.698,93","0,04",4,"4,96","10.609,06","0,05",,,
DE000CU583X0,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,62","10.682,29","0,04",4,"5,05","10.603,82","0,05",,,
DE000CU583Y8,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,28","10.666,63","0,04",4,"4,71","10.598,66","0,05",,,
DE000CU583Z5,"0,00","0,01","0,04",3. September 2019,23. Oktober 2020,"4,56","10.650,76","0,04",4,"4,99","10.592,53","0,05",,,
DE000CU6C907,"0,00","0,01","0,06",27. September 2019,25. September 2020,"5,57","10.145,98","0,06",3,,,,,,
DE000CU6C915,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,67","10.151,50","0,05",3,,,,,,
DE000CU6C923,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,63","10.156,97","0,05",3,,,,,,
DE000CU6C931,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,65","10.162,39","0,05",3,,,,,,
DE000CU6C949,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,63","10.167,77","0,05",3,,,,,,
DE000CU6C956,"0,00","0,01","0,05",27. September 2019,25. September 2020,"5,37","10.173,09","0,05",3,,,,,,
DE000CU6C964,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,57","10.179,40","0,05",3,,,,,,
DE000CU6C972,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,56","10.185,65","0,05",3,,,,,,
DE000CU6C980,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,52","10.191,85","0,05",3,,,,,,
DE000CU6C998,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,46","10.197,99","0,05",3,,,,,,
DE000CU6C9W5,"0,00","0,01","0,06",27. September 2019,25. September 2020,"5,74","10.126,58","0,06",3,,,,,,
DE000CU6C9X3,"0,00","0,01","0,06",27. September 2019,25. September 2020,"5,53","10.131,23","0,06",3,,,,,,
DE000CU6C9Y1,"0,00","0,01","0,06",27. September 2019,25. September 2020,"5,57","10.135,84","0,06",3,,,,,,
DE000CU6C9Z8,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,68","10.141,46","0,05",3,,,,,,
DE000CU6DA08,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,04","10.411,01","0,04",4,,,,,,
DE000CU6DA16,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,02","10.422,31","0,04",4,,,,,,
DE000CU6DA24,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,18","10.433,53","0,04",4,,,,,,
DE000CU6DA32,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,20","10.445,62","0,04",4,,,,,,
DE000CU6DA40,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,10","10.457,63","0,04",4,,,,,,
DE000CU6DA57,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,16","10.470,50","0,04",4,,,,,,
DE000CU6DA65,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,13","10.483,30","0,04",4,,,,,,
DE000CU6DA73,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,04","10.496,01","0,04",4,,,,,,
DE000CU6DA81,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,10","10.509,58","0,04",4,,,,,,
DE000CU6DA99,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,07","10.523,07","0,04",4,,,,,,
DE000CU6DAA2,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,45","10.204,08","0,05",3,,,,,,
DE000CU6DAB0,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,41","10.211,13","0,05",3,,,,,,
DE000CU6DAC8,"0,00","0,01","0,05",27. September 2019,25. September 2020,"5,19","10.217,11","0,05",3,,,,,,
DE000CU6DAD6,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,56","10.224,05","0,05",3,,,,,,
DE000CU6DAE4,"0,00","0,01","0,05",27. September 2019,25. September 2020,"5,19","10.230,93","0,05",3,,,,,,
DE000CU6DAF1,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,46","10.238,74","0,05",3,,,,,,
DE000CU6DAG9,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,46","10.245,51","0,05",3,,,,,,
DE000CU6DAH7,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,61","10.253,20","0,05",3,,,,,,
DE000CU6DAJ3,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,44","10.260,84","0,05",3,,,,,,
DE000CU6DAK1,"0,00","0,01","0,05",27. September 2019,25. September 2020,"5,10","10.268,41","0,05",3,,,,,,
DE000CU6DAL9,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,40","10.276,91","0,05",3,,,,,,
DE000CU6DAM7,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,39","10.285,34","0,05",3,,,,,,
DE000CU6DAN5,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,29","10.293,70","0,04",3,,,,,,
DE000CU6DAP0,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,43","10.302,00","0,05",3,,,,,,
DE000CU6DAQ8,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,20","10.311,21","0,04",3,,,,,,
DE000CU6DAR6,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,33","10.320,35","0,04",3,,,,,,
DE000CU6DAS4,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,22","10.329,42","0,04",3,,,,,,
DE000CU6DAT2,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,24","10.338,43","0,04",3,,,,,,
DE000CU6DAU0,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,26","10.348,33","0,04",3,,,,,,
DE000CU6DAV8,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,27","10.358,16","0,04",4,,,,,,
DE000CU6DAW6,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,34","10.367,92","0,04",4,,,,,,
DE000CU6DAX4,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,22","10.378,57","0,04",4,,,,,,
DE000CU6DAY2,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,12","10.389,14","0,04",4,,,,,,
DE000CU6DAZ9,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,25","10.399,64","0,04",4,,,,,,
DE000CU6DB07,"0,00","0,01","0,04",27. September 2019,25. September 2020,"3,82","10.673,22","0,04",4,,,,,,
DE000CU6DB15,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,49","10.655,89","0,05",4,,,,,,
DE000CU6DB23,"0,00","0,01","0,04",27. September 2019,25. September 2020,"3,83","10.640,58","0,04",4,,,,,,
DE000CU6DB31,"0,00","0,01","0,04",27. September 2019,25. September 2020,"3,72","10.624,85","0,04",4,,,,,,
DE000CU6DB49,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,34","10.609,17","0,05",4,,,,,,
DE000CU6DB56,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,17","10.594,73","0,04",4,,,,,,
DE000CU6DB64,"0,00","0,01","0,04",27. September 2019,25. September 2020,"3,95","10.581,07","0,04",4,,,,,,
DE000CU6DB72,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,07","10.567,99","0,04",4,,,,,,
DE000CU6DB80,"0,00","0,01","0,04",27. September 2019,25. September 2020,"3,81","10.555,81","0,04",4,,,,,,
DE000CU6DB98,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,01","10.543,66","0,04",4,,,,,,
DE000CU6DBA0,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,73","10.536,48","0,05",4,,,,,,
DE000CU6DBB8,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,04","10.551,66","0,04",4,,,,,,
DE000CU6DBC6,"0,00","0,01","0,04",27. September 2019,25. September 2020,"3,91","10.565,84","0,04",4,,,,,,
DE000CU6DBD4,"0,00","0,01","0,04",27. September 2019,25. September 2020,"3,91","10.580,86","0,04",4,,,,,,
DE000CU6DBE2,"0,00","0,01","0,04",27. September 2019,25. September 2020,"3,95","10.595,80","0,04",4,,,,,,
DE000CU6DBF9,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,04","10.611,57","0,04",4,,,,,,
DE000CU6DBG7,"0,00","0,01","0,04",27. September 2019,25. September 2020,"3,89","10.628,19","0,04",4,,,,,,
DE000CU6DBH5,"0,00","0,01","0,04",27. September 2019,25. September 2020,"3,97","10.643,80","0,04",4,,,,,,
DE000CU6DBJ1,"0,00","0,01","0,04",27. September 2019,25. September 2020,"3,91","10.661,16","0,04",4,,,,,,
DE000CU6DBK9,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,16","10.677,53","0,04",4,,,,,,
DE000CU6DBL7,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,12","10.694,73","0,04",4,,,,,,
DE000CU6DBM5,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,03","10.712,76","0,04",4,,,,,,
DE000CU6DBN3,"0,00","0,01","0,04",27. September 2019,25. September 2020,"3,80","10.731,62","0,04",4,,,,,,
DE000CU6DBP8,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,06","10.750,40","0,04",4,,,,,,
DE000CU6DBQ6,"0,00","0,01","0,04",27. September 2019,25. September 2020,"3,95","10.769,10","0,04",4,,,,,,
DE000CU6DBR4,"0,00","0,01","0,04",27. September 2019,25. September 2020,"3,97","10.789,54","0,04",4,,,,,,
DE000CU6DBS2,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,04","10.808,98","0,04",4,,,,,,
DE000CU6DBT0,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,04","10.807,25","0,04",4,,,,,,
DE000CU6DBU8,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,52","10.785,85","0,05",4,,,,,,
DE000CU6DBV6,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,08","10.765,85","0,04",4,,,,,,
DE000CU6DBW4,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,07","10.746,00","0,04",4,,,,,,
DE000CU6DBX2,"0,00","0,01","0,04",27. September 2019,25. September 2020,"3,74","10.727,07","0,04",4,,,,,,
DE000CU6DBY0,"0,00","0,01","0,04",27. September 2019,25. September 2020,"3,77","10.708,74","0,04",4,,,,,,
DE000CU6DBZ7,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,00","10.690,46","0,04",4,,,,,,
DE000CU6DCA8,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,09","10.532,07","0,04",4,,,,,,
DE000CU6DCB6,"0,00","0,01","0,04",27. September 2019,25. September 2020,"3,77","10.521,62","0,04",4,,,,,,
DE000CU6DCC4,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,01","10.510,82","0,04",4,,,,,,
DE000CU6DCD2,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,42","10.500,38","0,05",4,,,,,,
DE000CU6DCE0,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,20","10.491,12","0,04",4,,,,,,
DE000CU6DCF7,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,07","10.482,14","0,04",4,,,,,,
DE000CU6DCG5,"0,00","0,01","0,04",27. September 2019,25. September 2020,"3,77","10.474,34","0,04",4,,,,,,
DE000CU6DCH3,"0,00","0,01","0,04",12. September 2019,23. Oktober 2020,"4,70","10.590,53","0,04",4,"5,11","10.543,91","0,05",,,
DE000CU6DCJ9,"0,00","0,01","0,04",12. September 2019,23. Oktober 2020,"4,59","10.576,54","0,04",4,"5,00","10.537,12","0,05",,,
DE000CU6DCK7,"0,00","0,01","0,04",12. September 2019,23. Oktober 2020,"3,96","10.564,03","0,04",4,"4,37","10.531,07","0,05",,,
DE000CU6DCL5,"0,00","0,01","0,04",12. September 2019,23. Oktober 2020,"4,14","10.551,29","0,04",4,"4,55","10.524,09","0,05",,,
DE000CU6DCM3,"0,00","0,01","0,04",12. September 2019,23. Oktober 2020,"4,12","10.539,14","0,04",4,"4,53","10.517,22","0,05",,,
DE000CU6DCN1,"0,00","0,01","0,04",12. September 2019,23. Oktober 2020,"4,52","10.527,02","0,04",4,"4,93","10.509,84","0,05",,,
DE000CU6DCP6,"0,00","0,01","0,04",12. September 2019,23. Oktober 2020,"4,50","10.515,79","0,04",4,"4,92","10.502,84","0,05",,,
DE000CU6FB62,"0,00","0,01","0,03",20. September 2019,24. Januar 2020,"2,51","10.111,43","0,03",4,,,,,,
DE000CU6FB70,"0,00","0,01","0,03",20. September 2019,24. Januar 2020,"2,63","10.110,61","0,03",4,,,,,,
DE000CU6FB88,"0,00","0,01","0,02",20. September 2019,24. Januar 2020,"2,03","10.110,61","0,02",4,,,,,,
DE000CU6FB96,"0,00","0,01","0,02",20. September 2019,24. Januar 2020,"2,32","10.109,80","0,02",4,,,,,,
DE000CU6FC04,"0,00","0,01","0,04",27. September 2019,25. September 2020,"3,70","10.452,12","0,04",4,,,,,,
DE000CU6FC12,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,14","10.444,98","0,04",4,,,,,,
DE000CU6FC20,"0,00","0,01","0,04",27. September 2019,25. September 2020,"3,86","10.438,99","0,04",4,,,,,,
DE000CU6FC38,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,19","10.432,68","0,04",4,,,,,,
DE000CU6FC46,"0,00","0,01","0,06",20. September 2019,23. Oktober 2020,"5,89","10.108,11","0,06",2,"6,43","10.107,57","0,06",,,
DE000CU6FC53,"0,00","0,01","0,05",4. Oktober 2019,23. Oktober 2020,"5,39","10.177,57","0,05",3,"5,93","10.177,02","0,06",,,
DE000CU6FC61,"0,00","0,01","0,05",4. Oktober 2019,23. Oktober 2020,"5,68","10.183,19","0,05",3,"6,21","10.182,65","0,06",,,
DE000CU6FC79,"0,00","0,01","0,05",21. September 2019,23. Oktober 2020,"5,24","10.121,46","0,05",3,"5,78","10.120,92","0,06",,,
DE000CU6FC87,"0,00","0,01","0,06",21. September 2019,23. Oktober 2020,"6,02","10.125,11","0,06",3,"6,55","10.124,58","0,07",,,
DE000CU6FC95,"0,00","0,01","0,04",20. September 2019,23. Oktober 2020,"4,33","10.516,71","0,04",4,"4,74","10.521,22","0,05",,,
DE000CU6FCA3,"0,00","0,01","0,03",20. September 2019,27. März 2020,"3,04","10.176,76","0,03",4,,,,,,
DE000CU6FCB1,"0,00","0,01","0,03",20. September 2019,27. März 2020,"2,63","10.175,12","0,03",4,,,,,,
DE000CU6FCC9,"0,00","0,01","0,03",20. September 2019,27. März 2020,"3,23","10.172,67","0,03",4,,,,,,
DE000CU6FCD7,"0,00","0,01","0,03",20. September 2019,27. März 2020,"3,23","10.171,04","0,03",4,,,,,,
DE000CU6FCE5,"0,00","0,01","0,04",20. September 2019,26. Juni 2020,"3,65","10.271,39","0,04",4,,,,,,
DE000CU6FCF2,"0,00","0,01","0,04",20. September 2019,26. Juni 2020,"3,58","10.266,44","0,04",4,,,,,,
DE000CU6FCG0,"0,00","0,01","0,04",20. September 2019,26. Juni 2020,"3,84","10.261,49","0,04",4,,,,,,
DE000CU6FCH8,"0,00","0,01","0,04",20. September 2019,26. Juni 2020,"3,62","10.257,37","0,04",4,,,,,,
DE000CU6FCJ4,"0,00","0,01","0,03",20. September 2019,24. Juli 2020,"3,26","10.287,86","0,03",4,,,,,,
DE000CU6FCK2,"0,00","0,01","0,04",20. September 2019,24. Juli 2020,"3,59","10.281,71","0,04",4,,,,,,
DE000CU6FCL0,"0,00","0,01","0,04",20. September 2019,24. Juli 2020,"3,65","10.276,27","0,04",4,,,,,,
DE000CU6FCM8,"0,00","0,01","0,04",20. September 2019,24. Juli 2020,"3,55","10.271,31","0,04",4,,,,,,
DE000CU6FCN6,"0,00","0,01","0,06",20. September 2019,28. August 2020,"5,67","10.084,12","0,06",2,,,,,,
DE000CU6FCP1,"0,00","0,01","0,05",20. September 2019,28. August 2020,"5,38","10.088,00","0,05",2,,,,,,
DE000CU6FCQ9,"0,00","0,01","0,05",20. September 2019,28. August 2020,"5,22","10.091,84","0,05",2,,,,,,
DE000CU6FCR7,"0,00","0,01","0,04",20. September 2019,28. August 2020,"3,62","10.332,54","0,04",4,,,,,,
DE000CU6FCS5,"0,00","0,01","0,04",20. September 2019,28. August 2020,"3,50","10.326,71","0,04",4,,,,,,
DE000CU6FCT3,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,89","10.104,83","0,05",2,,,,,,
DE000CU6FCU1,"0,00","0,01","0,06",27. September 2019,25. September 2020,"5,82","10.108,61","0,06",2,,,,,,
DE000CU6FCV9,"0,00","0,01","0,05",27. September 2019,25. September 2020,"4,78","10.113,44","0,05",2,,,,,,
DE000CU6FCW7,"0,00","0,01","0,05",4. Oktober 2019,25. September 2020,"4,75","10.171,31","0,05",3,,,,,,
DE000CU6FCX5,"0,00","0,01","0,06",27. September 2019,25. September 2020,"5,67","10.121,89","0,06",3,,,,,,
DE000CU6FCY3,"0,00","0,01","0,04",27. September 2019,25. September 2020,"4,26","10.465,88","0,04",4,,,,,,
DE000CU6FCZ0,"0,00","0,01","0,04",27. September 2019,25. September 2020,"3,70","10.459,06","0,04",4,,,,,,
DE000CU6FDA1,"0,00","0,01","0,04",20. September 2019,23. Oktober 2020,"3,96","10.506,02","0,04",4,"4,37","10.512,72","0,05",,,
DE000CU6FDB9,"0,00","0,01","0,04",20. September 2019,23. Oktober 2020,"4,19","10.495,33","0,04",4,"4,60","10.503,85","0,05",,,
DE000CU6FDC7,"0,00","0,01","0,04",20. September 2019,23. Oktober 2020,"4,31","10.485,11","0,04",4,"4,72","10.495,22","0,05",,,
DE000CU6FDD5,"0,00","0,01","0,04",20. September 2019,23. Oktober 2020,"4,02","10.475,75","0,04",4,"4,43","10.487,22","0,05",,,
DE000CU6FDE3,"0,00","0,01","0,04",20. September 2019,23. Oktober 2020,"4,12","10.466,41","0,04",4,"4,52","10.479,02","0,05",,,
DE000CU6FDF0,"0,00","0,01","0,04",20. September 2019,23. Oktober 2020,"3,96","10.457,93","0,04",4,"4,37","10.471,48","0,05",,,
DE000CU6FDG8,"0,00","0,01","0,04",20. September 2019,23. Oktober 2020,"4,35","10.449,47","0,04",4,"4,75","10.463,78","0,05",,,
DE000CU6FDH6,"0,00","0,01","0,04",20. September 2019,23. Oktober 2020,"4,27","10.441,86","0,04",4,"4,67","10.456,79","0,05",,,
DE000CU6FDJ2,"0,00","0,01","0,04",20. September 2019,23. Oktober 2020,"4,01","10.434,75","0,04",4,"4,42","10.450,17","0,05",,,
DE000CX94BS6,-,"0,01","0,02",07.10.2019,10.12.2019,"1,75","10.157,62","0,02",3,,,,,,
DE000CX94BU2,-,"0,01","0,01",10.10.2019,10.12.2019,"0,87","10.163,31","0,01",3,,,,,,
DE000CX94BW8,-,"0,01","0,01",11.10.2019,10.12.2019,"0,86","10.126,15","0,01",3,,,,,,
DE000CX94C04,-,"0,01","0,02",15.10.2019,10.12.2019,"1,68","10.081,49","0,02",3,,,,,,
DE000CX94C20,-,"0,01","0,54",23.07.2019,10.12.2019,"52,31","10.208,39","0,54",4,,,,,,
DE000CX94CA2,-,"0,01","0,00",06.09.2019,27.12.2019,"0,00","10.023,05","0,00",1,,,,,,
DE000CX94CB0,-,"0,01","0,00",09.09.2019,27.12.2019,"0,00","10.017,94","0,00",1,,,,,,
DE000CX94CC8,-,"0,01","0,01",04.10.2019,27.12.2019,"0,99","10.039,76","0,01",1,,,,,,
DE000CX94CD6,-,"0,01","0,01",07.10.2019,27.12.2019,"0,99","10.028,65","0,01",1,,,,,,
DE000CX94CE4,-,"0,01","0,01",07.10.2019,27.12.2019,"0,98","10.030,48","0,01",1,,,,,,
DE000CX94CF1,-,"0,01","0,00",08.10.2019,27.12.2019,"0,00","10.026,41","0,00",1,,,,,,
DE000CX94CG9,-,"0,01","0,01",10.10.2019,27.12.2019,"0,97","10.031,16","0,01",1,,,,,,
DE000CX94CH7,-,"0,01","0,01",11.10.2019,27.12.2019,"0,97","10.018,39","0,01",1,,,,,,
DE000CX94CJ3,-,"0,01","0,01",11.10.2019,27.12.2019,"0,96","10.020,23","0,01",1,,,,,,
DE000CX94CK1,-,"0,01","0,01",11.10.2019,27.12.2019,"0,96","10.022,06","0,01",1,,,,,,
DE000CX94CL9,-,"0,01","0,00",14.10.2019,27.12.2019,"0,00","10.013,35","0,00",1,,,,,,
DE000CX94CM7,-,"0,01","0,01",14.10.2019,27.12.2019,"0,95","10.014,24","0,01",1,,,,,,
DE000CX94CN5,-,"0,01","0,01",14.10.2019,27.12.2019,"0,94","10.016,06","0,01",1,,,,,,
DE000CX94CP0,-,"0,01","0,00",15.10.2019,27.12.2019,"0,00","10.010,34","0,00",1,,,,,,
DE000CX94CQ8,-,"0,01","0,01",15.10.2019,27.12.2019,"0,94","10.011,23","0,01",1,,,,,,
DE000CX94CR6,-,"0,01","0,00",15.10.2019,27.12.2019,"0,00","10.013,04","0,00",1,,,,,,
DE000CX94CS4,-,"0,01","0,01",11.10.2019,27.12.2019,"0,93","10.039,97","0,01",2,,,,,,
DE000CX94CT2,-,"0,01","0,01",11.10.2019,27.12.2019,"0,93","10.042,58","0,01",2,,,,,,
DE000CX94CU0,-,"0,01","0,01",11.10.2019,27.12.2019,"0,92","10.046,08","0,01",2,,,,,,
DE000CX94CV8,-,"0,01","0,01",11.10.2019,27.12.2019,"0,92","10.049,56","0,01",2,,,,,,
DE000CX94CW6,-,"0,01","0,01",14.10.2019,27.12.2019,"0,91","10.032,83","0,01",2,,,,,,
DE000CX94CX4,-,"0,01","0,01",14.10.2019,27.12.2019,"0,91","10.036,33","0,01",2,,,,,,
DE000CX94CY2,-,"0,01","0,01",15.10.2019,27.12.2019,"0,90","10.026,19","0,01",2,,,,,,
DE000CX94CZ9,-,"0,01","0,01",15.10.2019,27.12.2019,"0,90","10.028,78","0,01",2,,,,,,
DE000CX94D03,-,"0,01","0,01",15.10.2019,27.12.2019,"0,90","10.031,35","0,01",2,,,,,,
DE000CX94D11,-,"0,01","0,02",30.08.2019,27.12.2019,"1,81","10.208,71","0,02",3,,,,,,
DE000CX94D29,-,"0,01","0,02",30.08.2019,27.12.2019,"1,81","10.218,85","0,02",3,,,,,,
DE000CX94D37,-,"0,01","0,03",03.09.2019,27.12.2019,"2,70","10.233,52","0,03",3,,,,,,
DE000CX94D45,-,"0,01","0,03",04.09.2019,27.12.2019,"2,68","10.197,69","0,03",3,,,,,,
DE000CX94D52,-,"0,01","0,02",04.10.2019,27.12.2019,"1,78","10.196,81","0,02",3,,,,,,
DE000CX94D60,-,"0,01","0,02",04.10.2019,27.12.2019,"1,78","10.207,70","0,02",3,,,,,,
DE000CX94D78,-,"0,01","0,02",07.10.2019,27.12.2019,"1,76","10.178,00","0,02",3,,,,,,
DE000CX94D86,-,"0,01","0,02",08.10.2019,27.12.2019,"1,75","10.167,41","0,02",3,,,,,,
DE000CX94D94,-,"0,01","0,02",10.10.2019,27.12.2019,"1,75","10.184,46","0,02",3,,,,,,
DE000CX94DA0,-,"0,01","0,02",11.10.2019,27.12.2019,"1,73","10.136,89","0,02",3,,,,,,
DE000CX94DB8,-,"0,01","0,02",11.10.2019,27.12.2019,"1,73","10.145,93","0,02",3,,,,,,
DE000CX94DC6,-,"0,01","0,02",11.10.2019,27.12.2019,"1,72","10.155,78","0,02",3,,,,,,
DE000CX94DD4,-,"0,01","0,02",14.10.2019,27.12.2019,"1,71","10.116,96","0,02",3,,,,,,
DE000CX94DE2,-,"0,01","0,02",15.10.2019,27.12.2019,"1,70","10.092,44","0,02",3,,,,,,
DE000CX94DF9,-,"0,01","0,02",15.10.2019,27.12.2019,"1,69","10.099,73","0,02",3,,,,,,
DE000CX94DG7,-,"0,01","0,02",15.10.2019,27.12.2019,"1,68","10.106,97","0,02",3,,,,,,
DE000CX94DH5,-,"0,01","0,03",23.07.2019,27.12.2019,"2,56","10.270,18","0,03",4,,,,,,
DE000CX94DJ1,-,"0,01","0,03",23.07.2019,27.12.2019,"2,55","10.282,99","0,03",4,,,,,,
DE000CX94DK9,-,"0,01","0,03",23.07.2019,27.12.2019,"2,54","10.296,61","0,03",4,,,,,,
DE000CX94DL7,-,"0,01","0,03",23.07.2019,27.12.2019,"2,54","10.311,02","0,03",4,,,,,,
DE000CX94DM5,-,"0,01","0,03",23.07.2019,27.12.2019,"2,53","10.326,22","0,03",4,,,,,,
DE000CX94DN3,-,"0,01","0,03",23.07.2019,27.12.2019,"3,36","10.341,35","0,03",4,,,,,,
DE000CX94DP8,-,"0,01","0,03",23.07.2019,27.12.2019,"2,52","10.358,13","0,03",4,,,,,,
DE000CX94DQ6,-,"0,01","0,03",23.07.2019,27.12.2019,"2,51","10.374,83","0,03",4,,,,,,
DE000CX94DR4,-,"0,01","0,03",23.07.2019,27.12.2019,"2,50","10.392,32","0,03",4,,,,,,
DE000CY1E2E3,-,"0,01","0,03",23.07.2019,27.12.2019,"2,50","10.410,59","0,03",4,,,,,,
DE000CY1E2F0,-,"0,01","0,03",23.07.2019,27.12.2019,"2,49","10.429,65","0,03",4,,,,,,
DE000CY1E2G8,-,"0,01","0,03",23.07.2019,27.12.2019,"2,49","10.449,49","0,03",4,,,,,,
DE000CY279Q5,-,"0,01","0,03",23.07.2019,27.12.2019,"2,48","10.463,06","0,03",4,,,,,,
DE000CY279R3,-,"0,01","0,03",23.07.2019,27.12.2019,"2,48","10.443,18","0,03",4,,,,,,
DE000CY279S1,-,"0,01","0,03",23.07.2019,27.12.2019,"2,47","10.424,23","0,03",4,,,,,,
DE000CY279T9,-,"0,01","0,03",23.07.2019,27.12.2019,"2,47","10.406,21","0,03",4,,,,,,
DE000CY279U7,-,"0,01","0,03",23.07.2019,27.12.2019,"2,47","10.389,11","0,03",4,,,,,,
DE000CY279V5,-,"0,01","0,03",23.07.2019,27.12.2019,"2,46","10.372,91","0,03",4,,,,,,
DE000CY279W3,-,"0,01","0,02",23.07.2019,27.12.2019,"1,64","10.358,46","0,02",4,,,,,,
