ISIN,ausstiegskosten,bezugsverhaeltnis,einstiegskosten,erstelldatum,faelligkeitsdatum,gesamtkosten_0,mittleres_szenario_0,relative_gesamtkosten_0,risikoklasse,gesamtkosten_1,mittleres_szenario_1,relative_gesamtkosten_1,gesamtkosten_2,mittleres_szenario_2,relative_gesamtkosten_2
DE000PR2Q831,"0,00",100,"0,05",16.10.2019,30.12.2019,"5,07","10.271,32","0,05",4,,,,,,
DE000PR2Q849,"0,00",100,"0,00",16.10.2019,30.12.2019,"0,00","10.236,03","0,00",4,,,,,,
DE000PR2Q856,"0,00",100,"0,02",16.10.2019,30.12.2019,"2,39","10.211,55","0,02",4,,,,,,
DE000PR2Q864,"0,00",100,"0,02",16.10.2019,30.12.2019,"2,45","10.205,04","0,02",4,,,,,,
DE000PR2Q872,"0,00",100,"0,02",16.10.2019,30.12.2019,"2,22","10.200,97","0,02",4,,,,,,
DE000PR2Q880,"0,00",100,"0,01",16.10.2019,30.12.2019,"1,19","10.197,72","0,01",4,,,,,,
DE000PR2Q898,"0,00",100,"0,01",16.10.2019,30.12.2019,"0,76","10.196,91","0,01",4,,,,,,
DE000PR2Q8B7,"0,00",100,"0,00",16.10.2019,30.12.2019,"0,00","10.000,00","0,00",1,,,,,,
DE000PR2Q8C5,"0,00",100,"0,00",16.10.2019,30.12.2019,"0,00","10.000,00","0,00",1,,,,,,
DE000PR2Q8D3,"0,00",100,"0,00",16.10.2019,30.12.2019,"0,00","10.000,00","0,00",1,,,,,,
DE000PR2Q8E1,"0,00",100,"0,00",16.10.2019,30.12.2019,"0,00","10.000,00","0,00",1,,,,,,
DE000PR2Q8F8,"0,00",100,"0,00",16.10.2019,30.12.2019,"0,00","10.000,00","0,00",1,,,,,,
DE000PR2Q8G6,"0,00",100,"0,00",16.10.2019,30.12.2019,"0,00","10.000,00","0,00",1,,,,,,
DE000PR2Q8H4,"0,00",100,"0,00",16.10.2019,30.12.2019,"0,00","10.000,00","0,00",1,,,,,,
DE000PR2Q8J0,"0,00",100,"0,00",16.10.2019,30.12.2019,"0,00","10.000,00","0,00",1,,,,,,
DE000PR2Q8K8,"0,00",100,"0,00",16.10.2019,30.12.2019,"0,00","10.000,00","0,00",1,,,,,,
DE000PR2Q8L6,"0,00",100,"0,00",16.10.2019,30.12.2019,"0,07","10.000,00","0,00",1,,,,,,
DE000PR2Q8M4,"0,00",100,"0,02",16.10.2019,30.12.2019,"1,77","10.000,98","0,02",1,,,,,,
DE000PR2Q8N2,"0,00",100,"0,02",16.10.2019,30.12.2019,"2,43","10.003,85","0,02",1,,,,,,
DE000PR2Q8P7,"0,00",100,"0,02",16.10.2019,30.12.2019,"1,76","10.006,67","0,02",1,,,,,,
DE000PR2Q8Q5,"0,00",100,"0,02",16.10.2019,30.12.2019,"2,40","10.008,50","0,02",1,,,,,,
DE000PR2Q8R3,"0,00",100,"0,02",16.10.2019,30.12.2019,"2,07","10.014,84","0,02",1,,,,,,
DE000PR2Q8S1,"0,00",100,"0,03",16.10.2019,30.12.2019,"2,84","10.021,87","0,03",2,,,,,,
DE000PR2Q8T9,"0,00",100,"0,03",16.10.2019,30.12.2019,"3,46","10.031,35","0,03",2,,,,,,
DE000PR2Q8U7,"0,00",100,"0,04",16.10.2019,30.12.2019,"3,78","10.044,05","0,04",3,,,,,,
DE000PR2Q8V5,"0,00",100,"0,04",16.10.2019,30.12.2019,"4,14","10.051,57","0,04",3,,,,,,
DE000PR2Q8W3,"0,00",100,"0,04",16.10.2019,30.12.2019,"3,92","10.060,71","0,04",3,,,,,,
DE000PR2Q8X1,"0,00",100,"0,04",16.10.2019,30.12.2019,"4,24","10.082,02","0,04",3,,,,,,
DE000PR2Q8Y9,"0,00",100,"0,05",16.10.2019,30.12.2019,"5,45","10.144,69","0,05",3,,,,,,
DE000PR2Q8Z6,"0,00",100,"0,06",16.10.2019,30.12.2019,"5,84","10.190,66","0,06",4,,,,,,
DE000PR2Q9A7,"0,00",100,"0,01",16.10.2019,30.12.2019,"1,34","10.196,10","0,01",4,,,,,,
DE000PR2Q9B5,"0,00",100,"0,01",16.10.2019,30.12.2019,"1,26","10.196,10","0,01",4,,,,,,
DE000PR2Q9C3,"0,00",100,"0,01",16.10.2019,30.12.2019,"1,24","10.196,10","0,01",4,,,,,,
DE000PR2Q9D1,"0,00",100,"0,01",16.10.2019,30.12.2019,"1,23","10.196,10","0,01",4,,,,,,
DE000PR2Q9E9,"0,00",100,"0,01",16.10.2019,30.12.2019,"1,22","10.196,10","0,01",4,,,,,,
DE000PR2Q9F6,"0,00",100,"0,01",16.10.2019,30.12.2019,"1,21","10.196,10","0,01",4,,,,,,
DE000PR4ZJ29,"0,00",100,"0,05",16.10.2019,30.12.2019,"4,63","10.109,52","0,05",3,,,,,,
DE000PR4ZJ37,"0,00",100,"0,01",16.10.2019,30.12.2019,"1,21","10.196,10","0,01",4,,,,,,
DE000PR4ZJ45,"0,00",100,"0,01",16.10.2019,30.12.2019,"1,21","10.196,10","0,01",4,,,,,,
DE000PR72AE8,"0,00",100,"0,01",16.10.2019,30.12.2019,"1,21","10.196,10","0,01",4,,,,,,
DE000PR72AF5,"0,00",100,"0,01",16.10.2019,30.12.2019,"1,21","10.196,10","0,01",4,,,,,,
DE000PX3T009,"0,00",100,"0,09",16.10.2019,24.12.2020,"10,97","10.980,70","0,09",4,"10,97","10.819,80","0,11",,,
DE000PX3T017,"0,00",100,"0,09",16.10.2019,24.12.2020,"10,96","10.974,55","0,09",4,"10,96","10.819,70","0,11",,,
DE000PX3T025,"0,00",100,"0,08",16.10.2019,24.12.2020,"10,18","10.964,02","0,08",4,"10,18","10.819,64","0,10",,,
DE000PX3T033,"0,00",100,"0,08",16.10.2019,24.12.2020,"9,38","10.959,64","0,08",4,"9,38","10.819,68","0,09",,,
DE000PX3T041,"0,00",100,"0,08",16.10.2019,24.12.2020,"9,74","10.954,39","0,08",4,"9,74","10.817,84","0,10",,,
DE000PX3T058,"0,00",100,"0,07",16.10.2019,24.12.2020,"8,15","10.943,02","0,07",4,"8,15","10.806,61","0,08",,,
DE000PX3T066,"0,00",100,"0,05",16.10.2019,24.12.2020,"6,61","10.930,81","0,05",4,"6,61","10.794,55","0,07",,,
DE000PX3T074,"0,00",100,"0,05",16.10.2019,24.12.2020,"6,28","10.925,59","0,05",4,"6,28","10.789,39","0,06",,,
DE000PX3T0A0,"0,00",100,"0,18",16.10.2019,24.12.2020,"21,35","10.893,97","0,18",4,"21,35","10.712,22","0,21",,,
DE000PX3T0B8,"0,00",100,"0,18",16.10.2019,24.12.2020,"21,34","10.914,67","0,18",4,"21,34","10.718,38","0,21",,,
DE000PX3T0C6,"0,00",100,"0,17",16.10.2019,24.12.2020,"20,94","10.957,66","0,17",4,"20,94","10.730,62","0,21",,,
DE000PX3T0D4,"0,00",100,"0,17",16.10.2019,24.12.2020,"20,55","10.979,94","0,17",4,"20,55","10.736,64","0,21",,,
DE000PX3T0E2,"0,00",100,"0,17",16.10.2019,24.12.2020,"20,65","11.002,14","0,17",4,"20,65","10.742,02","0,21",,,
DE000PX3T0F9,"0,00",100,"0,17",16.10.2019,24.12.2020,"20,50","11.048,14","0,17",4,"20,50","10.752,32","0,21",,,
DE000PX3T0G7,"0,00",100,"0,16",16.10.2019,24.12.2020,"19,63","11.096,55","0,16",4,"19,63","10.762,45","0,20",,,
DE000PX3T0H5,"0,00",100,"0,16",16.10.2019,24.12.2020,"18,91","11.146,50","0,16",4,"18,91","10.771,52","0,19",,,
DE000PX3T0J1,"0,00",100,"0,16",16.10.2019,24.12.2020,"18,82","11.171,82","0,16",4,"18,82","10.775,37","0,19",,,
DE000PX3T0K9,"0,00",100,"0,15",16.10.2019,24.12.2020,"18,34","11.168,50","0,15",4,"18,34","10.779,52","0,18",,,
DE000PX3T0L7,"0,00",100,"0,15",16.10.2019,24.12.2020,"17,91","11.140,37","0,15",4,"17,91","10.786,73","0,18",,,
DE000PX3T0M5,"0,00",100,"0,15",16.10.2019,24.12.2020,"17,96","11.126,81","0,15",4,"17,96","10.789,59","0,18",,,
DE000PX3T0N3,"0,00",100,"0,15",16.10.2019,24.12.2020,"17,59","11.114,19","0,15",4,"17,59","10.792,64","0,18",,,
DE000PX3T0P8,"0,00",100,"0,14",16.10.2019,24.12.2020,"16,48","11.090,82","0,14",4,"16,48","10.798,66","0,16",,,
DE000PX3T0Q6,"0,00",100,"0,14",16.10.2019,24.12.2020,"16,60","11.079,17","0,14",4,"16,60","10.800,75","0,17",,,
DE000PX3T0R4,"0,00",100,"0,13",16.10.2019,24.12.2020,"16,28","11.068,44","0,13",4,"16,28","10.803,20","0,16",,,
DE000PX3T0U8,"0,00",100,"0,13",16.10.2019,24.12.2020,"15,20","11.048,82","0,13",4,"15,20","10.807,92","0,15",,,
DE000PX3T0V6,"0,00",100,"0,12",16.10.2019,24.12.2020,"14,43","11.039,93","0,12",4,"14,43","10.810,29","0,14",,,
DE000PX3T0W4,"0,00",100,"0,12",16.10.2019,24.12.2020,"14,06","11.031,05","0,12",4,"14,06","10.812,11","0,14",,,
DE000PX3T0X2,"0,00",100,"0,11",16.10.2019,24.12.2020,"13,66","11.014,21","0,11",4,"13,66","10.814,78","0,14",,,
DE000PX3T0Y0,"0,00",100,"0,11",16.10.2019,24.12.2020,"13,06","10.999,20","0,11",4,"13,06","10.816,88","0,13",,,
DE000PX3T0Z7,"0,00",100,"0,10",16.10.2019,24.12.2020,"12,18","10.985,98","0,10",4,"12,18","10.818,53","0,12",,,
DE000PX3TS09,"0,00",100,"0,17",16.10.2019,05.11.2020,"18,45","10.356,63","0,17",3,"18,45","10.351,95","0,18",,,
DE000PX3TS17,"0,00",100,"0,18",16.10.2019,05.11.2020,"19,31","10.366,18","0,18",3,"19,31","10.359,22","0,19",,,
DE000PX3TS25,"0,00",100,"0,18",16.10.2019,05.11.2020,"19,55","10.376,60","0,18",4,"19,55","10.368,26","0,20",,,
DE000PX3TS33,"0,00",100,"0,18",16.10.2019,05.11.2020,"19,17","10.387,87","0,18",4,"19,17","10.378,10","0,19",,,
DE000PX3TS41,"0,00",100,"0,18",16.10.2019,05.11.2020,"19,12","10.399,08","0,18",4,"19,12","10.387,35","0,19",,,
DE000PX3TS58,"0,00",100,"0,18",16.10.2019,05.11.2020,"19,39","10.410,21","0,18",4,"19,39","10.397,50","0,19",,,
DE000PX3TS66,"0,00",100,"0,19",16.10.2019,05.11.2020,"19,99","10.421,27","0,19",4,"19,99","10.407,19","0,20",,,
DE000PX3TS74,"0,00",100,"0,19",16.10.2019,05.11.2020,"20,01","10.433,17","0,19",4,"20,01","10.418,61","0,20",,,
DE000PX3TS82,"0,00",100,"0,19",16.10.2019,05.11.2020,"20,37","10.445,01","0,19",4,"20,37","10.427,76","0,20",,,
DE000PX3TS90,"0,00",100,"0,19",16.10.2019,05.11.2020,"20,16","10.457,69","0,19",4,"20,16","10.438,61","0,20",,,
DE000PX3TSR3,"0,00",100,"0,16",16.10.2019,05.11.2020,"17,17","10.282,54","0,16",3,"17,17","10.283,43","0,17",,,
DE000PX3TST9,"0,00",100,"0,16",16.10.2019,05.11.2020,"17,67","10.290,72","0,16",3,"17,67","10.291,62","0,18",,,
DE000PX3TSU7,"0,00",100,"0,16",16.10.2019,05.11.2020,"17,49","10.299,80","0,16",3,"17,49","10.300,70","0,17",,,
DE000PX3TSV5,"0,00",100,"0,17",16.10.2019,05.11.2020,"18,52","10.307,86","0,17",3,"18,52","10.308,77","0,19",,,
DE000PX3TSW3,"0,00",100,"0,17",16.10.2019,05.11.2020,"17,93","10.317,75","0,17",3,"17,93","10.318,66","0,18",,,
DE000PX3TSX1,"0,00",100,"0,17",16.10.2019,05.11.2020,"18,57","10.326,63","0,17",3,"18,57","10.327,38","0,19",,,
DE000PX3TSY9,"0,00",100,"0,17",16.10.2019,05.11.2020,"18,55","10.336,39","0,17",3,"18,55","10.334,67","0,19",,,
DE000PX3TSZ6,"0,00",100,"0,17",16.10.2019,05.11.2020,"18,81","10.346,07","0,17",3,"18,81","10.342,85","0,19",,,
DE000PX3TT08,"0,00",100,"0,19",16.10.2019,05.11.2020,"19,84","10.855,21","0,19",4,"19,84","10.745,42","0,20",,,
DE000PX3TT16,"0,00",100,"0,18",16.10.2019,05.11.2020,"19,65","10.876,73","0,18",4,"19,65","10.751,53","0,20",,,
DE000PX3TT24,"0,00",100,"0,19",16.10.2019,05.11.2020,"19,97","10.898,17","0,19",4,"19,97","10.757,06","0,20",,,
DE000PX3TT32,"0,00",100,"0,19",16.10.2019,05.11.2020,"19,92","10.920,44","0,19",4,"19,92","10.762,72","0,20",,,
DE000PX3TT40,"0,00",100,"0,18",16.10.2019,05.11.2020,"19,50","10.943,52","0,18",4,"19,50","10.768,32","0,20",,,
DE000PX3TT57,"0,00",100,"0,18",16.10.2019,05.11.2020,"18,72","10.967,43","0,18",4,"18,72","10.774,06","0,19",,,
DE000PX3TT65,"0,00",100,"0,17",16.10.2019,05.11.2020,"18,46","10.991,26","0,17",4,"18,46","10.779,20","0,18",,,
DE000PX3TT73,"0,00",100,"0,18",16.10.2019,05.11.2020,"18,73","11.015,01","0,18",4,"18,73","10.783,58","0,19",,,
DE000PX3TT81,"0,00",100,"0,18",16.10.2019,05.11.2020,"18,63","11.039,60","0,18",4,"18,63","10.788,12","0,19",,,
DE000PX3TT99,"0,00",100,"0,17",16.10.2019,05.11.2020,"18,18","11.053,39","0,17",4,"18,18","10.792,88","0,18",,,
DE000PX3TTA7,"0,00",100,"0,19",16.10.2019,05.11.2020,"20,31","10.470,29","0,19",4,"20,31","10.449,47","0,20",,,
DE000PX3TTB5,"0,00",100,"0,19",16.10.2019,05.11.2020,"19,91","10.483,73","0,19",4,"19,91","10.460,96","0,20",,,
DE000PX3TTC3,"0,00",100,"0,19",16.10.2019,05.11.2020,"20,78","10.496,18","0,19",4,"20,78","10.471,57","0,21",,,
DE000PX3TTD1,"0,00",100,"0,19",16.10.2019,05.11.2020,"20,21","10.510,38","0,19",4,"20,21","10.484,29","0,20",,,
DE000PX3TTE9,"0,00",100,"0,19",16.10.2019,05.11.2020,"20,93","10.523,59","0,19",4,"20,93","10.497,11","0,21",,,
DE000PX3TTF6,"0,00",100,"0,19",16.10.2019,05.11.2020,"20,23","10.538,54","0,19",4,"20,23","10.511,19","0,20",,,
DE000PX3TTG4,"0,00",100,"0,19",16.10.2019,05.11.2020,"20,82","10.552,51","0,19",4,"20,82","10.524,19","0,21",,,
DE000PX3TTH2,"0,00",100,"0,19",16.10.2019,05.11.2020,"20,90","10.567,30","0,19",4,"20,90","10.538,40","0,21",,,
DE000PX3TTJ8,"0,00",100,"0,19",16.10.2019,05.11.2020,"20,49","10.582,91","0,19",4,"20,49","10.554,17","0,20",,,
DE000PX3TTK6,"0,00",100,"0,19",16.10.2019,05.11.2020,"20,49","10.598,45","0,19",4,"20,49","10.569,91","0,20",,,
DE000PX3TTM2,"0,00",100,"0,19",16.10.2019,05.11.2020,"20,91","10.613,91","0,19",4,"20,91","10.585,57","0,21",,,
DE000PX3TTN0,"0,00",100,"0,19",16.10.2019,05.11.2020,"20,85","10.630,19","0,19",4,"20,85","10.601,84","0,21",,,
DE000PX3TTP5,"0,00",100,"0,20",16.10.2019,05.11.2020,"21,22","10.646,39","0,20",4,"21,22","10.618,61","0,21",,,
DE000PX3TTQ3,"0,00",100,"0,20",16.10.2019,05.11.2020,"21,13","10.663,41","0,20",4,"21,13","10.636,63","0,21",,,
DE000PX3TTR1,"0,00",100,"0,19",16.10.2019,05.11.2020,"20,59","10.681,24","0,19",4,"20,59","10.655,63","0,21",,,
DE000PX3TTS9,"0,00",100,"0,19",16.10.2019,05.11.2020,"20,51","10.699,00","0,19",4,"20,51","10.674,38","0,21",,,
DE000PX3TTT7,"0,00",100,"0,19",16.10.2019,05.11.2020,"20,88","10.716,68","0,19",4,"20,88","10.692,78","0,21",,,
DE000PX3TTU5,"0,00",100,"0,19",16.10.2019,05.11.2020,"20,82","10.735,17","0,19",4,"20,82","10.704,08","0,21",,,
DE000PX3TTV3,"0,00",100,"0,19",16.10.2019,05.11.2020,"20,32","10.754,48","0,19",4,"20,32","10.711,95","0,20",,,
DE000PX3TTW1,"0,00",100,"0,19",16.10.2019,05.11.2020,"20,31","10.773,71","0,19",4,"20,31","10.719,06","0,20",,,
DE000PX3TTX9,"0,00",100,"0,19",16.10.2019,05.11.2020,"20,78","10.792,86","0,19",4,"20,78","10.725,36","0,21",,,
DE000PX3TTY7,"0,00",100,"0,20",16.10.2019,05.11.2020,"20,86","10.812,83","0,20",4,"20,86","10.731,86","0,21",,,
DE000PX3TTZ4,"0,00",100,"0,19",16.10.2019,05.11.2020,"20,54","10.833,61","0,19",4,"20,54","10.738,55","0,21",,,
DE000PX3TU13,"0,00",100,"0,07",16.10.2019,05.11.2020,"8,30","10.836,50","0,07",4,"8,30","10.816,80","0,08",,,
DE000PX3TU21,"0,00",100,"0,07",16.10.2019,05.11.2020,"8,26","10.832,18","0,07",4,"8,26","10.812,49","0,08",,,
DE000PX3TU39,"0,00",100,"0,07",16.10.2019,05.11.2020,"7,66","10.828,72","0,07",4,"7,66","10.809,04","0,08",,,
DE000PX3TU47,"0,00",100,"0,07",16.10.2019,05.11.2020,"7,34","10.825,27","0,07",4,"7,34","10.805,59","0,07",,,
DE000PX3TU54,"0,00",100,"0,07",16.10.2019,05.11.2020,"7,28","10.821,82","0,07",4,"7,28","10.802,15","0,07",,,
DE000PX3TU62,"0,00",100,"0,06",16.10.2019,05.11.2020,"6,20","10.816,65","0,06",4,"6,20","10.796,99","0,06",,,
DE000PX3TU70,"0,00",100,"0,05",16.10.2019,05.11.2020,"6,02","10.811,49","0,05",4,"6,02","10.791,84","0,06",,,
DE000PX3TU88,"0,00",100,"0,04",16.10.2019,05.11.2020,"4,95","10.808,05","0,04",4,"4,95","10.788,40","0,05",,,
DE000PX3TU96,"0,00",100,"0,04",16.10.2019,05.11.2020,"4,59","10.804,61","0,04",4,"4,59","10.784,97","0,05",,,
DE000PX3TUA5,"0,00",100,"0,16",16.10.2019,05.11.2020,"17,37","11.039,02","0,16",4,"17,37","10.797,84","0,17",,,
DE000PX3TUB3,"0,00",100,"0,16",16.10.2019,05.11.2020,"17,07","11.024,68","0,16",4,"17,07","10.802,11","0,17",,,
DE000PX3TUC1,"0,00",100,"0,16",16.10.2019,05.11.2020,"17,30","11.010,39","0,16",4,"17,30","10.805,64","0,17",,,
DE000PX3TUD9,"0,00",100,"0,15",16.10.2019,05.11.2020,"16,28","10.997,91","0,15",4,"16,28","10.810,21","0,16",,,
DE000PX3TUE7,"0,00",100,"0,16",16.10.2019,05.11.2020,"16,64","10.984,57","0,16",4,"16,64","10.813,08","0,17",,,
DE000PX3TUF4,"0,00",100,"0,15",16.10.2019,05.11.2020,"15,75","10.973,04","0,15",4,"15,75","10.817,08","0,16",,,
DE000PX3TUG2,"0,00",100,"0,14",16.10.2019,05.11.2020,"15,36","10.961,53","0,14",4,"15,36","10.820,33","0,15",,,
DE000PX3TUH0,"0,00",100,"0,14",16.10.2019,05.11.2020,"15,46","10.950,04","0,14",4,"15,46","10.822,80","0,15",,,
DE000PX3TUJ6,"0,00",100,"0,14",16.10.2019,05.11.2020,"15,17","10.939,46","0,14",4,"15,17","10.825,39","0,15",,,
DE000PX3TUK4,"0,00",100,"0,13",16.10.2019,05.11.2020,"14,48","10.929,78","0,13",4,"14,48","10.828,07","0,14",,,
DE000PX3TUL2,"0,00",100,"0,13",16.10.2019,05.11.2020,"14,26","10.920,12","0,13",4,"14,26","10.830,05","0,14",,,
DE000PX3TUM0,"0,00",100,"0,13",16.10.2019,05.11.2020,"13,63","10.911,35","0,13",4,"13,63","10.832,19","0,14",,,
DE000PX3TUN8,"0,00",100,"0,12",16.10.2019,05.11.2020,"13,44","10.902,59","0,12",4,"13,44","10.833,83","0,13",,,
DE000PX3TUP3,"0,00",100,"0,12",16.10.2019,05.11.2020,"12,82","10.894,72","0,12",4,"12,82","10.835,63","0,13",,,
DE000PX3TUQ1,"0,00",100,"0,12",16.10.2019,05.11.2020,"12,63","10.886,86","0,12",4,"12,63","10.836,82","0,13",,,
DE000PX3TUR9,"0,00",100,"0,11",16.10.2019,05.11.2020,"11,99","10.879,89","0,11",4,"11,99","10.838,28","0,12",,,
DE000PX3TUT5,"0,00",100,"0,11",16.10.2019,05.11.2020,"11,76","10.872,92","0,11",4,"11,76","10.839,21","0,12",,,
DE000PX3TUU3,"0,00",100,"0,10",16.10.2019,05.11.2020,"11,05","10.866,83","0,10",4,"11,05","10.840,32","0,11",,,
DE000PX3TUV1,"0,00",100,"0,10",16.10.2019,05.11.2020,"10,72","10.860,75","0,10",4,"10,72","10.840,81","0,11",,,
DE000PX3TUW9,"0,00",100,"0,09",16.10.2019,05.11.2020,"9,89","10.855,55","0,09",4,"9,89","10.835,81","0,10",,,
DE000PX3TUX7,"0,00",100,"0,09",16.10.2019,05.11.2020,"9,42","10.850,34","0,09",4,"9,42","10.830,62","0,09",,,
DE000PX3TUY5,"0,00",100,"0,08",16.10.2019,05.11.2020,"9,29","10.845,15","0,08",4,"9,29","10.825,43","0,09",,,
DE000PX3TUZ2,"0,00",100,"0,08",16.10.2019,05.11.2020,"8,63","10.840,82","0,08",4,"8,63","10.821,11","0,09",,,
DE000PX3TV04,"0,00",100,"0,19",16.10.2019,26.11.2020,"21,18","10.761,24","0,19",4,"21,18","10.692,09","0,21",,,
DE000PX3TV12,"0,00",100,"0,19",16.10.2019,26.11.2020,"21,58","10.779,64","0,19",4,"21,58","10.698,96","0,22",,,
DE000PX3TV20,"0,00",100,"0,19",16.10.2019,26.11.2020,"21,55","10.798,87","0,19",4,"21,55","10.705,96","0,22",,,
DE000PX3TV38,"0,00",100,"0,19",16.10.2019,26.11.2020,"21,11","10.838,87","0,19",4,"21,11","10.719,62","0,21",,,
DE000PX3TV46,"0,00",100,"0,18",16.10.2019,26.11.2020,"20,72","10.859,65","0,18",4,"20,72","10.726,36","0,21",,,
DE000PX3TV53,"0,00",100,"0,18",16.10.2019,26.11.2020,"20,81","10.880,36","0,18",4,"20,81","10.732,50","0,21",,,
DE000PX3TV61,"0,00",100,"0,18",16.10.2019,26.11.2020,"20,70","10.923,33","0,18",4,"20,70","10.744,50","0,21",,,
DE000PX3TV79,"0,00",100,"0,18",16.10.2019,26.11.2020,"20,49","10.945,60","0,18",4,"20,49","10.750,42","0,20",,,
DE000PX3TV87,"0,00",100,"0,18",16.10.2019,26.11.2020,"19,91","10.968,70","0,18",4,"19,91","10.756,66","0,20",,,
DE000PX3TV95,"0,00",100,"0,17",16.10.2019,26.11.2020,"19,35","11.015,56","0,17",4,"19,35","10.768,02","0,19",,,
DE000PX3TVA3,"0,00",100,"0,16",16.10.2019,26.11.2020,"17,79","10.302,58","0,16",3,"17,79","10.300,92","0,18",,,
DE000PX3TVB1,"0,00",100,"0,16",16.10.2019,26.11.2020,"18,60","10.310,71","0,16",3,"18,60","10.308,42","0,19",,,
DE000PX3TVC9,"0,00",100,"0,17",16.10.2019,26.11.2020,"19,12","10.328,68","0,17",3,"19,12","10.324,76","0,19",,,
DE000PX3TVD7,"0,00",100,"0,17",16.10.2019,26.11.2020,"18,84","10.338,52","0,17",3,"18,84","10.333,57","0,19",,,
DE000PX3TVE5,"0,00",100,"0,17",16.10.2019,26.11.2020,"18,84","10.348,29","0,17",3,"18,84","10.342,25","0,19",,,
DE000PX3TVF2,"0,00",100,"0,17",16.10.2019,26.11.2020,"19,68","10.367,62","0,17",3,"19,68","10.358,87","0,20",,,
DE000PX3TVG0,"0,00",100,"0,17",16.10.2019,26.11.2020,"19,82","10.388,56","0,17",3,"19,82","10.377,22","0,20",,,
DE000PX3TVH8,"0,00",100,"0,18",16.10.2019,26.11.2020,"20,25","10.410,15","0,18",4,"20,25","10.395,98","0,20",,,
DE000PX3TVJ4,"0,00",100,"0,18",16.10.2019,26.11.2020,"20,46","10.421,31","0,18",4,"20,46","10.405,66","0,20",,,
DE000PX3TVK2,"0,00",100,"0,18",16.10.2019,26.11.2020,"20,07","10.433,32","0,18",4,"20,07","10.415,71","0,20",,,
DE000PX3TVL0,"0,00",100,"0,18",16.10.2019,26.11.2020,"20,28","10.457,11","0,18",4,"20,28","10.435,95","0,20",,,
DE000PX3TVM8,"0,00",100,"0,18",16.10.2019,26.11.2020,"20,89","10.468,90","0,18",4,"20,89","10.446,20","0,21",,,
DE000PX3TVN6,"0,00",100,"0,18",16.10.2019,26.11.2020,"20,92","10.481,54","0,18",4,"20,92","10.456,88","0,21",,,
DE000PX3TVP1,"0,00",100,"0,19",16.10.2019,26.11.2020,"21,11","10.507,50","0,19",4,"21,11","10.481,78","0,21",,,
DE000PX3TVQ9,"0,00",100,"0,19",16.10.2019,26.11.2020,"21,29","10.520,82","0,19",4,"21,29","10.494,26","0,21",,,
DE000PX3TVR7,"0,00",100,"0,18",16.10.2019,26.11.2020,"20,92","10.534,99","0,18",4,"20,92","10.507,76","0,21",,,
DE000PX3TVS5,"0,00",100,"0,19",16.10.2019,26.11.2020,"21,31","10.563,08","0,19",4,"21,31","10.535,59","0,21",,,
DE000PX3TVT3,"0,00",100,"0,19",16.10.2019,26.11.2020,"21,17","10.577,92","0,19",4,"21,17","10.550,81","0,21",,,
DE000PX3TVU1,"0,00",100,"0,19",16.10.2019,26.11.2020,"21,41","10.592,68","0,19",4,"21,41","10.565,92","0,21",,,
DE000PX3TVV9,"0,00",100,"0,19",16.10.2019,26.11.2020,"21,28","10.623,77","0,19",4,"21,28","10.598,49","0,21",,,
DE000PX3TVW7,"0,00",100,"0,19",16.10.2019,26.11.2020,"21,87","10.655,46","0,19",4,"21,87","10.632,64","0,22",,,
DE000PX3TVX5,"0,00",100,"0,19",16.10.2019,26.11.2020,"21,41","10.689,54","0,19",4,"21,41","10.660,90","0,21",,,
DE000PX3TVY3,"0,00",100,"0,19",16.10.2019,26.11.2020,"21,81","10.706,46","0,19",4,"21,81","10.668,59","0,22",,,
DE000PX3TVZ0,"0,00",100,"0,19",16.10.2019,26.11.2020,"21,75","10.724,20","0,19",4,"21,75","10.676,41","0,22",,,
DE000PX3TW03,"0,00",100,"0,04",16.10.2019,26.11.2020,"4,99","10.859,95","0,04",4,"4,99","10.790,01","0,05",,,
DE000PX3TW11,"0,00",100,"0,16",16.10.2019,03.12.2020,"18,10","10.309,28","0,16",3,"18,10","10.305,77","0,18",,,
DE000PX3TW29,"0,00",100,"0,16",16.10.2019,03.12.2020,"19,01","10.317,39","0,16",3,"19,01","10.312,86","0,19",,,
DE000PX3TW37,"0,00",100,"0,17",16.10.2019,03.12.2020,"19,24","10.326,39","0,17",3,"19,24","10.321,00","0,19",,,
DE000PX3TW45,"0,00",100,"0,16",16.10.2019,03.12.2020,"18,78","10.336,27","0,16",3,"18,78","10.329,33","0,19",,,
DE000PX3TW52,"0,00",100,"0,17",16.10.2019,03.12.2020,"19,54","10.345,14","0,17",3,"19,54","10.336,64","0,20",,,
DE000PX3TW60,"0,00",100,"0,17",16.10.2019,03.12.2020,"19,64","10.354,89","0,17",3,"19,64","10.345,16","0,20",,,
DE000PX3TW78,"0,00",100,"0,16",16.10.2019,03.12.2020,"19,07","10.365,52","0,16",3,"19,07","10.354,48","0,19",,,
DE000PX3TW86,"0,00",100,"0,17",16.10.2019,03.12.2020,"19,73","10.375,14","0,17",3,"19,73","10.362,75","0,20",,,
DE000PX3TW94,"0,00",100,"0,17",16.10.2019,03.12.2020,"19,75","10.385,62","0,17",3,"19,75","10.371,61","0,20",,,
DE000PX3TWA1,"0,00",100,"0,17",16.10.2019,26.11.2020,"19,04","11.063,93","0,17",4,"19,04","10.778,42","0,19",,,
