ISIN,ausstiegskosten,bezugsverhaeltnis,einstiegskosten,erstelldatum,gesamtkosten_0,relative_gesamtkosten_0,risikoklasse,gesamtkosten_1,relative_gesamtkosten_1,gesamtkosten_2,relative_gesamtkosten_2
DE000DC2VKW7,"0,00","0,01","0,11453",16.10.2019,"11,45","0,11453",4,,,,
DE000DC2VKX5,"0,00","0,01","0,11699",16.10.2019,"11,70","0,11699",4,,,,
DE000DC2VKY3,"0,00","0,01","0,1122",16.10.2019,"11,22","0,1122",4,,,,
DE000DC2VKZ0,"0,00","0,01","0,11649",16.10.2019,"11,65","0,11649",4,,,,
DE000DC2VL03,"0,00","0,01","0,11446",16.10.2019,"11,45","0,11446",4,,,,
DE000DC2VL11,"0,00","0,01","0,11693",16.10.2019,"11,69","0,11693",4,,,,
DE000DC2VL29,"0,00","0,01","0,123",16.10.2019,"12,30","0,123",4,,,,
DE000DC2VL37,"0,00","0,01","0,1201",16.10.2019,"12,01","0,1201",4,,,,
DE000DC2VL45,"0,00","0,01","0,12079",16.10.2019,"12,08","0,12079",4,,,,
DE000DC2VL52,"0,00","0,01","0,12416",16.10.2019,"12,42","0,12416",4,,,,
DE000DC2VL60,"0,00","0,01","0,12307",16.10.2019,"12,31","0,12307",4,,,,
DE000DC2VL78,"0,00","0,01","0,12645",16.10.2019,"12,64","0,12645",4,,,,
DE000DC2VL86,"0,00","0,01","0,12271",16.10.2019,"12,27","0,12271",4,,,,
DE000DC2VL94,"0,00","0,01","0,1261",16.10.2019,"12,61","0,1261",4,,,,
DE000DC2VLA1,"0,00","0,01","0,12269",16.10.2019,"12,27","0,12269",4,,,,
DE000DC2VLB9,"0,00","0,01","0,12485",16.10.2019,"12,49","0,12485",4,,,,
DE000DC2VLC7,"0,00","0,01","0,12225",16.10.2019,"12,22","0,12225",4,,,,
DE000DC2VLD5,"0,00","0,01","0,11791",16.10.2019,"11,79","0,11791",4,,,,
DE000DC2VLE3,"0,00","0,01","0,11844",16.10.2019,"11,84","0,11844",4,,,,
DE000DC2VLF0,"0,00","0,01","0,11865",16.10.2019,"11,86","0,11865",4,,,,
DE000DC2VLG8,"0,00","0,01","0,11775",16.10.2019,"11,78","0,11775",4,,,,
DE000DC2VLH6,"0,00","0,01","0,11978",16.10.2019,"11,98","0,11978",4,,,,
DE000DC2VLJ2,"0,00","0,01","0,12008",16.10.2019,"12,01","0,12008",4,,,,
DE000DC2VLK0,"0,00","0,01","0,1166",16.10.2019,"11,66","0,1166",4,,,,
DE000DC2VLL8,"0,00","0,01","0,12028",16.10.2019,"12,03","0,12028",4,,,,
DE000DC2VLM6,"0,00","0,01","0,1196",16.10.2019,"11,96","0,1196",4,,,,
DE000DC2VLN4,"0,00","0,01","0,11567",16.10.2019,"11,57","0,11567",4,,,,
DE000DC2VLP9,"0,00","0,01","0,11331",16.10.2019,"11,33","0,11331",4,,,,
DE000DC2VLQ7,"0,00","0,01","0,11197",16.10.2019,"11,20","0,11197",4,,,,
DE000DC2VLR5,"0,00","0,01","0,11522",16.10.2019,"11,52","0,11522",4,,,,
DE000DC2VLS3,"0,00","0,01","0,10793",16.10.2019,"10,79","0,10793",4,,,,
DE000DC2VLT1,"0,00","0,01","0,10565",16.10.2019,"10,56","0,10565",4,,,,
DE000DC2VLU9,"0,00","0,01","0,11248",16.10.2019,"11,25","0,11248",4,,,,
DE000DC2VLV7,"0,00","0,01","0,10446",16.10.2019,"10,45","0,10446",4,,,,
DE000DC2VLW5,"0,00","0,01","0,1037",16.10.2019,"10,37","0,1037",4,,,,
DE000DC2VLX3,"0,00","0,01","0,10388",16.10.2019,"10,39","0,10388",4,,,,
DE000DC2VLY1,"0,00","0,01","0,09797",16.10.2019,"9,80","0,09797",4,,,,
DE000DC2VLZ8,"0,00","0,01","0,09691",16.10.2019,"9,69","0,09691",4,,,,
DE000DC2VM02,"0,00","0,01","0,10141",16.10.2019,"10,14","0,10141",4,,,,
DE000DC2VM10,"0,00","0,01","0,09494",16.10.2019,"9,49","0,09494",4,,,,
DE000DC2VM28,"0,00","0,01","0,09723",16.10.2019,"9,72","0,09723",4,,,,
DE000DC2VM36,"0,00","0,01","0,09321",16.10.2019,"9,32","0,09321",4,,,,
DE000DC2VM44,"0,00","0,01","0,08769",16.10.2019,"8,77","0,08769",4,,,,
DE000DC2VM51,"0,00","0,01","0,08979",16.10.2019,"8,98","0,08979",4,,,,
DE000DC2VM69,"0,00","0,01","0,10899",16.10.2019,"12,96","0,10899",4,"13,82","0,13823",,
DE000DC2VM77,"0,00","0,01","0,10839",16.10.2019,"12,88","0,10839",4,"13,75","0,13747",,
DE000DC2VM85,"0,00","0,01","0,1022",16.10.2019,"12,14","0,1022",4,"13,04","0,13035",,
DE000DC2VM93,"0,00","0,01","0,13158",16.10.2019,"28,84","0,13158",4,"30,58","0,30578",,
DE000DC2VMA9,"0,00","0,01","0,12953",16.10.2019,"28,28","0,12953",4,"30,14","0,30136",,
DE000DC2VMB7,"0,00","0,01","0,12751",16.10.2019,"27,71","0,12751",4,"29,68","0,29679",,
DE000DC2VMC5,"0,00","0,01","0,12637",16.10.2019,"27,46","0,12637",4,"29,69","0,29695",,
DE000DC2YYT8,"0,00","0,01","0,05132",16.10.2019,"5,13","0,05132",4,,,,
DE000DC2YYU6,"0,00","0,01","0,05112",16.10.2019,"5,11","0,05112",4,,,,
DE000DC2YYV4,"0,00","0,01","0,06459",16.10.2019,"6,46","0,06459",4,,,,
DE000DC2YYW2,"0,00","0,01","0,0567",16.10.2019,"5,67","0,0567",4,,,,
DE000DC2YYX0,"0,00","0,01","0,07493",16.10.2019,"7,49","0,07493",4,,,,
DE000DC2YYY8,"0,00","0,01","0,07404",16.10.2019,"7,40","0,07404",4,,,,
DE000DC2YYZ5,"0,00","0,01","0,08317",16.10.2019,"8,32","0,08317",4,,,,
DE000DC2YZ04,"0,00","0,01","0,08017",16.10.2019,"8,02","0,08017",4,,,,
DE000DC2YZ12,"0,00","0,01","0,09636",16.10.2019,"11,44","0,09636",4,"12,29","0,12285",,
DE000DC2YZ20,"0,00","0,01","0,12547",16.10.2019,"27,23","0,12547",4,"29,39","0,29395",,
DE000DC31QM1,"0,00","0,01","0,0391",16.10.2019,"3,91","0,0391",4,,,,
DE000DC31QN9,"0,00","0,01","0,03527",16.10.2019,"3,53","0,03527",4,,,,
DE000DC31QP4,"0,00","0,01","0,03289",16.10.2019,"3,29","0,03289",4,,,,
DE000DC31QQ2,"0,00","0,01","0,02985",16.10.2019,"2,99","0,02985",4,,,,
DE000DC31QR0,"0,00","0,01","0,04295",16.10.2019,"4,30","0,04295",4,,,,
DE000DC31QS8,"0,00","0,01","0,03835",16.10.2019,"3,83","0,03835",4,,,,
DE000DC31QT6,"0,00","0,01","0,04064",16.10.2019,"4,06","0,04064",4,,,,
DE000DC31QU4,"0,00","0,01","0,04068",16.10.2019,"4,07","0,04068",4,,,,
DE000DC31QV2,"0,00","0,01","0,05883",16.10.2019,"5,88","0,05883",4,,,,
DE000DC31QW0,"0,00","0,01","0,05803",16.10.2019,"5,80","0,05803",4,,,,
DE000DC31QX8,"0,00","0,01","0,05618",16.10.2019,"5,62","0,05618",4,,,,
DE000DC31QY6,"0,00","0,01","0,05561",16.10.2019,"5,56","0,05561",4,,,,
DE000DC31QZ3,"0,00","0,01","0,06748",16.10.2019,"6,75","0,06748",4,,,,
DE000DC31R07,"0,00","0,01","0,06573",16.10.2019,"6,57","0,06573",4,,,,
DE000DC31R15,"0,00","0,01","0,06092",16.10.2019,"6,09","0,06092",4,,,,
DE000DC31R23,"0,00","0,01","0,06162",16.10.2019,"6,16","0,06162",4,,,,
DE000DC31R31,"0,00","0,01","0,08247",16.10.2019,"9,78","0,08247",4,"10,62","0,10617",,
DE000DC31R49,"0,00","0,01","0,07825",16.10.2019,"9,28","0,07825",4,"10,18","0,10179",,
DE000DC31R56,"0,00","0,01","0,08714",16.10.2019,"12,50","0,08714",4,"13,36","0,13357",,
DE000DC31R64,"0,00","0,01","0,08272",16.10.2019,"11,87","0,08272",4,"12,82","0,12819",,
DE000DC31R72,"0,00","0,01","0,11567",16.10.2019,"25,02","0,11567",4,"27,39","0,27394",,
DE000DC31R80,"0,00","0,01","0,1121",16.10.2019,"24,25","0,1121",4,"26,45","0,26453",,
DE000DC3ECC0,"0,00","0,01","0,0279",16.10.2019,"2,79","0,0279",1,,,,
DE000DC3ECD8,"0,00","0,01","0,02874",16.10.2019,"2,87","0,02874",1,,,,
DE000DC3ECE6,"0,00","0,01","0,03018",16.10.2019,"3,02","0,03018",1,,,,
DE000DC3ECF3,"0,00","0,01","0,02297",16.10.2019,"2,30","0,02297",1,,,,
DE000DC3ECG1,"0,00","0,01","0,05637",16.10.2019,"8,13","0,05637",1,"9,42","0,0942",,
DE000DC3ECH9,"0,00","0,01","0,05693",16.10.2019,"8,22","0,05693",1,"9,49","0,09487",,
DE000DC3ECJ5,"0,00","0,01","0,0586",16.10.2019,"8,46","0,0586",2,"9,72","0,09716",,
DE000DC3ECK3,"0,00","0,01","0,05981",16.10.2019,"8,63","0,05981",2,"9,88","0,09879",,
DE000DC3ECL1,"0,00","0,01","0,06107",16.10.2019,"8,82","0,06107",2,"10,05","0,1005",,
DE000DC3ECM9,"0,00","0,01","0,06324",16.10.2019,"9,13","0,06324",2,"10,35","0,10352",,
DE000DC3ECN7,"0,00","0,01","0,06421",16.10.2019,"9,27","0,06421",2,"10,48","0,10481",,
DE000DC3ECP2,"0,00","0,01","0,0667",16.10.2019,"9,64","0,0667",2,"10,83","0,10831",,
DE000DC3ECQ0,"0,00","0,01","0,06771",16.10.2019,"9,78","0,06771",2,"10,97","0,10967",,
DE000DC3ECR8,"0,00","0,01","0,06893",16.10.2019,"9,96","0,06893",2,"11,13","0,11134",,
DE000DC3ECS6,"0,00","0,01","0,06966",16.10.2019,"10,07","0,06966",2,"11,23","0,1123",,
DE000DC3ECT4,"0,00","0,01","0,0718",16.10.2019,"10,38","0,0718",2,"11,53","0,1153",,
DE000DC3ECU2,"0,00","0,01","0,07328",16.10.2019,"10,60","0,07328",3,"11,74","0,11737",,
DE000DC3ECV0,"0,00","0,01","0,07619",16.10.2019,"11,02","0,07619",3,"12,15","0,12148",,
DE000DC3ECW8,"0,00","0,01","0,07821",16.10.2019,"11,32","0,07821",3,"12,43","0,12432",,
DE000DC3ECX6,"0,00","0,01","0,07939",16.10.2019,"11,49","0,07939",3,"12,59","0,12589",,
DE000DC3ECY4,"0,00","0,01","0,08302",16.10.2019,"12,02","0,08302",3,"13,11","0,13113",,
DE000DC3ECZ1,"0,00","0,01","0,08215",16.10.2019,"11,90","0,08215",3,"12,98","0,12978",,
DE000DC3ED03,"0,00","0,01","0,08439",16.10.2019,"12,23","0,08439",3,"13,30","0,13299",,
DE000DC3ED11,"0,00","0,01","0,08542",16.10.2019,"12,38","0,08542",3,"13,43","0,13431",,
DE000DC3ED29,"0,00","0,01","0,08992",16.10.2019,"13,04","0,08992",3,"14,08","0,14077",,
DE000DC3ED37,"0,00","0,01","0,08921",16.10.2019,"12,94","0,08921",3,"13,96","0,13961",,
DE000DC3ED45,"0,00","0,01","0,09355",16.10.2019,"13,58","0,09355",3,"14,59","0,1459",,
DE000DC3ED52,"0,00","0,01","0,09636",16.10.2019,"13,99","0,09636",3,"14,99","0,14986",,
DE000DC3ED60,"0,00","0,01","0,09774",16.10.2019,"14,20","0,09774",3,"15,17","0,15169",,
DE000DC3ED78,"0,00","0,01","0,09703",16.10.2019,"14,10","0,09703",3,"15,05","0,15051",,
DE000DC3ED86,"0,00","0,01","0,0998",16.10.2019,"14,51","0,0998",3,"15,44","0,15439",,
DE000DC3ED94,"0,00","0,01","0,10253",16.10.2019,"14,91","0,10253",3,"15,80","0,15803",,
DE000DC3EDA2,"0,00","0,01","0,10254",16.10.2019,"14,92","0,10254",3,"15,82","0,1582",,
DE000DC3EDB0,"0,00","0,01","0,10525",16.10.2019,"15,32","0,10525",3,"16,17","0,16173",,
DE000DC3EDC8,"0,00","0,01","0,10929",16.10.2019,"15,92","0,10929",3,"16,73","0,16727",,
DE000DC3EDD6,"0,00","0,01","0,11196",16.10.2019,"16,32","0,11196",3,"17,09","0,1709",,
DE000DC3EDE4,"0,00","0,01","0,10866",16.10.2019,"15,84","0,10866",3,"16,62","0,16624",,
DE000DC3EDF1,"0,00","0,01","0,11134",16.10.2019,"16,24","0,11134",3,"16,99","0,16988",,
DE000DC3EDG9,"0,00","0,01","0,11269",16.10.2019,"16,45","0,11269",4,"17,16","0,17165",,
DE000DC3EDH7,"0,00","0,01","0,11406",16.10.2019,"16,66","0,11406",4,"17,30","0,17299",,
DE000DC3EDJ3,"0,00","0,01","0,11996",16.10.2019,"17,54","0,11996",4,"18,11","0,18105",,
DE000DC3EDK1,"0,00","0,01","0,12131",16.10.2019,"17,75","0,12131",4,"18,19","0,18192",,
DE000DC3EDL9,"0,00","0,01","0,11883",16.10.2019,"17,39","0,11883",4,"17,83","0,17826",,
DE000DC3EDM7,"0,00","0,01","0,12341",16.10.2019,"18,08","0,12341",4,"18,49","0,18494",,
DE000DC3EDN5,"0,00","0,01","0,11907",16.10.2019,"17,46","0,11907",4,"17,85","0,1785",,
DE000DC3EDP0,"0,00","0,01","0,12176",16.10.2019,"17,86","0,12176",4,"18,06","0,18062",,
DE000DC3EDQ8,"0,00","0,01","0,12447",16.10.2019,"18,28","0,12447",4,"18,44","0,18437",,
DE000DC3EDR6,"0,00","0,01","0,12635",16.10.2019,"18,56","0,12635",4,"18,74","0,18739",,
DE000DC3EDS4,"0,00","0,01","0,12403",16.10.2019,"18,19","0,12403",4,"18,44","0,18443",,
DE000DC3EDT2,"0,00","0,01","0,12598",16.10.2019,"18,44","0,12598",4,"18,66","0,18663",,
DE000DC3EDU0,"0,00","0,01","0,12314",16.10.2019,"18,00","0,12314",4,"18,39","0,18387",,
DE000DC3EDV8,"0,00","0,01","0,12028",16.10.2019,"17,56","0,12028",4,"18,01","0,18008",,
DE000DC3EDW6,"0,00","0,01","0,11946",16.10.2019,"17,42","0,11946",4,"17,85","0,17848",,
DE000DC3EDX4,"0,00","0,01","0,12278",16.10.2019,"17,84","0,12278",4,"18,38","0,18378",,
DE000DC3EDY2,"0,00","0,01","0,11791",16.10.2019,"17,16","0,11791",4,"17,55","0,17549",,
DE000DC3EDZ9,"0,00","0,01","0,11757",16.10.2019,"17,05","0,11757",4,"17,71","0,17707",,
DE000DC3EE02,"0,00","0,01","0,11782",16.10.2019,"17,09","0,11782",4,"17,66","0,17656",,
DE000DC3EE10,"0,00","0,01","0,11616",16.10.2019,"16,85","0,11616",4,"17,46","0,17463",,
DE000DC3EE28,"0,00","0,01","0,11359",16.10.2019,"16,41","0,11359",4,"17,29","0,17292",,
DE000DC3EE36,"0,00","0,01","0,11105",16.10.2019,"16,05","0,11105",4,"16,86","0,16858",,
DE000DC3EE44,"0,00","0,01","0,10727",16.10.2019,"15,47","0,10727",4,"16,30","0,16299",,
DE000DC3EFY7,"0,00","0,01","0,15047",16.10.2019,"38,30","0,15047",4,"38,23","0,38227",,
DE000DC3EGB3,"0,00","0,01","0,14784",16.10.2019,"36,53","0,14784",4,"38,07","0,38068",,
DE000DC3R7Y7,"0,00","0,01","0,04488",16.10.2019,"4,49","0,04488",4,,,,
DE000DC3R7Z4,"0,00","0,01","0,04735",16.10.2019,"4,74","0,04735",4,,,,
DE000DC3R804,"0,00","0,01","0,04632",16.10.2019,"4,63","0,04632",4,,,,
DE000DC3R812,"0,00","0,01","0,04568",16.10.2019,"4,57","0,04568",4,,,,
DE000DC3R820,"0,00","0,01","0,04022",16.10.2019,"4,02","0,04022",4,,,,
DE000DC3R838,"0,00","0,01","0,03858",16.10.2019,"3,86","0,03858",4,,,,
DE000DC3R846,"0,00","0,01","0,05428",16.10.2019,"5,43","0,05428",4,,,,
DE000DC3R853,"0,00","0,01","0,05285",16.10.2019,"5,28","0,05285",4,,,,
DE000DC3R861,"0,00","0,01","0,05206",16.10.2019,"5,21","0,05206",4,,,,
DE000DC3R879,"0,00","0,01","0,04796",16.10.2019,"4,80","0,04796",4,,,,
DE000DC3R887,"0,00","0,01","0,04393",16.10.2019,"4,39","0,04393",4,,,,
DE000DC3R895,"0,00","0,01","0,04785",16.10.2019,"4,78","0,04785",4,,,,
DE000DC3R8A5,"0,00","0,01","0,07361",16.10.2019,"7,36","0,07361",4,,,,
DE000DC3R8B3,"0,00","0,01","0,07014",16.10.2019,"7,01","0,07014",4,,,,
DE000DC3R8C1,"0,00","0,01","0,07166",16.10.2019,"7,17","0,07166",4,,,,
DE000DC3R8D9,"0,00","0,01","0,06127",16.10.2019,"6,13","0,06127",4,,,,
DE000DC3R8E7,"0,00","0,01","0,06424",16.10.2019,"6,42","0,06424",4,,,,
DE000DC3R8F4,"0,00","0,01","0,06038",16.10.2019,"6,04","0,06038",4,,,,
DE000DC3R8G2,"0,00","0,01","0,07966",16.10.2019,"7,97","0,07966",4,,,,
DE000DC3R8H0,"0,00","0,01","0,07487",16.10.2019,"7,49","0,07487",4,,,,
DE000DC3R8J6,"0,00","0,01","0,07481",16.10.2019,"7,48","0,07481",4,,,,
DE000DC3R8K4,"0,00","0,01","0,06928",16.10.2019,"6,93","0,06928",4,,,,
DE000DC3R8L2,"0,00","0,01","0,06845",16.10.2019,"6,84","0,06845",4,,,,
DE000DC3R8M0,"0,00","0,01","0,06602",16.10.2019,"6,60","0,06602",4,,,,
DE000DC3R8N8,"0,00","0,01","0,09521",16.10.2019,"11,30","0,09521",4,"12,18","0,12182",,
DE000DC3R8P3,"0,00","0,01","0,09168",16.10.2019,"10,88","0,09168",4,"11,84","0,11842",,
DE000DC3R8Q1,"0,00","0,01","0,0888",16.10.2019,"10,54","0,0888",4,"11,37","0,1137",,
DE000DC3R8R9,"0,00","0,01","0,10931",16.10.2019,"15,77","0,10931",4,"16,57","0,16568",,
DE000DC3R8S7,"0,00","0,01","0,1047",16.10.2019,"15,09","0,1047",4,"15,80","0,15803",,
DE000DC3R8T5,"0,00","0,01","0,09986",16.10.2019,"14,39","0,09986",4,"15,14","0,15141",,
DE000DC3R8U3,"0,00","0,01","0,10012",16.10.2019,"14,42","0,10012",4,"15,24","0,15243",,
DE000DC3R8V1,"0,00","0,01","0,09916",16.10.2019,"14,24","0,09916",4,"15,07","0,15066",,
DE000DC3R8W9,"0,00","0,01","0,09222",16.10.2019,"13,24","0,09222",4,"14,03","0,1403",,
DE000DC3R8X7,"0,00","0,01","0,09099",16.10.2019,"13,07","0,09099",4,"13,98","0,1398",,
DE000DC3R8Y5,"0,00","0,01","0,12331",16.10.2019,"26,68","0,12331",4,"28,77","0,28771",,
DE000DC3R8Z2,"0,00","0,01","0,11939",16.10.2019,"25,86","0,11939",4,"27,84","0,27835",,
DE000DC3R903,"0,00","0,01","0,11668",16.10.2019,"25,23","0,11668",4,"27,39","0,27393",,
DE000DC3R952,"0,00","0,01","0,12977",16.10.2019,"31,44","0,12977",4,"33,63","0,33628",,
DE000DC450Y1,"0,00","0,01","0,06325",16.10.2019,"6,43","0,06325",1,,,,
DE000DC450Z8,"0,00","0,01","0,06361",16.10.2019,"6,47","0,06361",1,,,,
DE000DC45101,"0,00","0,01","0,06267",16.10.2019,"6,97","0,06267",1,"7,56","0,07565",,
DE000DC45119,"0,00","0,01","0,07033",16.10.2019,"7,82","0,07033",1,"8,41","0,08413",,
DE000DC45127,"0,00","0,01","0,06126",16.10.2019,"6,81","0,06126",1,"7,40","0,07401",,
DE000DC45135,"0,00","0,01","0,06431",16.10.2019,"7,15","0,06431",1,"7,74","0,07737",,
DE000DC45143,"0,00","0,01","0,06271",16.10.2019,"6,97","0,06271",1,"7,56","0,07557",,
DE000DC45150,"0,00","0,01","0,06603",16.10.2019,"7,34","0,06603",2,"7,92","0,07923",,
DE000DC45168,"0,00","0,01","0,06455",16.10.2019,"7,18","0,06455",2,"7,76","0,07755",,
DE000DC45176,"0,00","0,01","0,06443",16.10.2019,"7,16","0,06443",2,"7,74","0,07739",,
DE000DC45184,"0,00","0,01","0,06544",16.10.2019,"7,28","0,06544",2,"7,85","0,07849",,
DE000DC45192,"0,00","0,01","0,07553",16.10.2019,"8,40","0,07553",2,"8,97","0,08968",,
DE000DC451A9,"0,00","0,01","0,07647",16.10.2019,"8,50","0,07647",2,"9,07","0,09071",,
DE000DC451B7,"0,00","0,01","0,06821",16.10.2019,"7,58","0,06821",2,"8,15","0,08148",,
DE000DC451C5,"0,00","0,01","0,06878",16.10.2019,"7,65","0,06878",2,"8,21","0,08209",,
DE000DC451D3,"0,00","0,01","0,07034",16.10.2019,"7,82","0,07034",2,"8,38","0,08381",,
DE000DC451E1,"0,00","0,01","0,07011",16.10.2019,"7,80","0,07011",2,"8,35","0,08352",,
DE000DC451F8,"0,00","0,01","0,07086",16.10.2019,"7,88","0,07086",2,"8,43","0,08433",,
DE000DC451G6,"0,00","0,01","0,0723",16.10.2019,"8,04","0,0723",2,"8,59","0,0859",,
DE000DC451H4,"0,00","0,01","0,07275",16.10.2019,"8,09","0,07275",2,"8,64","0,08638",,
DE000DC451J0,"0,00","0,01","0,07349",16.10.2019,"8,17","0,07349",2,"8,72","0,08718",,
DE000DC451K8,"0,00","0,01","0,075",16.10.2019,"8,34","0,075",2,"8,88","0,08885",,
DE000DC451L6,"0,00","0,01","0,07651",16.10.2019,"8,51","0,07651",2,"9,05","0,09049",,
DE000DC451M4,"0,00","0,01","0,07635",16.10.2019,"8,49","0,07635",3,"9,03","0,0903",,
DE000DC451N2,"0,00","0,01","0,07958",16.10.2019,"8,85","0,07958",3,"9,39","0,09387",,
DE000DC451P7,"0,00","0,01","0,07836",16.10.2019,"8,72","0,07836",3,"9,25","0,09249",,
DE000DC451Q5,"0,00","0,01","0,08107",16.10.2019,"9,02","0,08107",3,"9,55","0,09549",,
DE000DC451R3,"0,00","0,01","0,08109",16.10.2019,"9,02","0,08109",3,"9,55","0,09549",,
DE000DC451S1,"0,00","0,01","0,08188",16.10.2019,"9,11","0,08188",3,"9,63","0,09634",,
DE000DC451T9,"0,00","0,01","0,08256",16.10.2019,"9,19","0,08256",3,"9,71","0,09709",,
DE000DC451U7,"0,00","0,01","0,08343",16.10.2019,"9,28","0,08343",3,"9,80","0,09804",,
DE000DC451V5,"0,00","0,01","0,08609",16.10.2019,"9,58","0,08609",3,"10,10","0,10097",,
DE000DC451W3,"0,00","0,01","0,08693",16.10.2019,"9,67","0,08693",3,"10,19","0,1019",,
DE000DC451X1,"0,00","0,01","0,08576",16.10.2019,"9,54","0,08576",3,"10,06","0,10057",,
DE000DC451Y9,"0,00","0,01","0,0868",16.10.2019,"9,66","0,0868",3,"10,17","0,10171",,
DE000DC451Z6,"0,00","0,01","0,08791",16.10.2019,"9,78","0,08791",3,"10,29","0,10293",,
DE000DC45200,"0,00","0,01","0,11709",16.10.2019,"13,02","0,11709",4,"13,44","0,13439",,
DE000DC45218,"0,00","0,01","0,11566",16.10.2019,"12,86","0,11566",4,"13,29","0,13294",,
DE000DC45226,"0,00","0,01","0,10994",16.10.2019,"12,22","0,10994",4,"12,67","0,1267",,
DE000DC45242,"0,00","0,01","0,11136",16.10.2019,"12,38","0,11136",4,"12,84","0,12839",,
DE000DC45267,"0,00","0,01","0,10606",16.10.2019,"11,78","0,10606",4,"12,20","0,12205",,
DE000DC45275,"0,00","0,01","0,1058",16.10.2019,"11,75","0,1058",4,"12,25","0,12255",,
DE000DC45283,"0,00","0,01","0,10798",16.10.2019,"12,00","0,10798",4,"12,43","0,12434",,
DE000DC45291,"0,00","0,01","0,10878",16.10.2019,"12,09","0,10878",4,"12,45","0,12446",,
DE000DC452A7,"0,00","0,01","0,08939",16.10.2019,"9,95","0,08939",3,"10,46","0,10457",,
DE000DC452B5,"0,00","0,01","0,09106",16.10.2019,"10,14","0,09106",3,"10,64","0,10641",,
DE000DC452C3,"0,00","0,01","0,09162",16.10.2019,"10,20","0,09162",3,"10,70","0,10701",,
DE000DC452D1,"0,00","0,01","0,09309",16.10.2019,"10,36","0,09309",3,"10,86","0,10863",,
DE000DC452E9,"0,00","0,01","0,10587",16.10.2019,"11,76","0,10587",4,"12,25","0,12247",,
DE000DC452F6,"0,00","0,01","0,10057",16.10.2019,"11,17","0,10057",4,"11,63","0,11628",,
DE000DC452J8,"0,00","0,01","0,09982",16.10.2019,"11,09","0,09982",4,"11,59","0,11595",,
DE000DC452K6,"0,00","0,01","0,09803",16.10.2019,"10,89","0,09803",4,"11,29","0,11292",,
DE000DC452M2,"0,00","0,01","0,0968",16.10.2019,"10,74","0,0968",4,"11,16","0,11161",,
DE000DC452N0,"0,00","0,01","0,09319",16.10.2019,"10,34","0,09319",4,"10,79","0,1079",,
DE000DC452P5,"0,00","0,01","0,09098",16.10.2019,"10,10","0,09098",4,"10,57","0,10569",,
DE000DC452Q3,"0,00","0,01","0,08756",16.10.2019,"9,72","0,08756",4,"10,19","0,10193",,
DE000DC452S9,"0,00","0,01","0,08775",16.10.2019,"9,74","0,08775",4,"10,27","0,10266",,
DE000DC452U5,"0,00","0,01","0,08574",16.10.2019,"9,52","0,08574",4,"9,91","0,09913",,
DE000DC452W1,"0,00","0,01","0,08614",16.10.2019,"9,56","0,08614",4,"10,02","0,10024",,
DE000DC452Y7,"0,00","0,01","0,08301",16.10.2019,"9,21","0,08301",4,"9,65","0,09652",,
DE000DC452Z4,"0,00","0,01","0,07652",16.10.2019,"8,49","0,07652",4,"8,93","0,08932",,
DE000DC45309,"0,00","0,01","0,08067",16.10.2019,"8,95","0,08067",4,"9,38","0,09379",,
DE000DC45G79,"0,00","0,01","0,09272",16.10.2019,"10,32","0,09272",3,"10,82","0,10821",,
DE000DC45G87,"0,00","0,01","0,09418",16.10.2019,"10,48","0,09418",3,"10,98","0,10982",,
DE000DC45G95,"0,00","0,01","0,09564",16.10.2019,"10,65","0,09564",3,"11,14","0,11143",,
DE000DC45GA7,"0,00","0,01","0,09975",16.10.2019,"11,11","0,09975",3,"11,60","0,116",,
DE000DC45GB5,"0,00","0,01","0,09761",16.10.2019,"10,87","0,09761",3,"11,36","0,11359",,
DE000DC45GC3,"0,00","0,01","0,09993",16.10.2019,"11,13","0,09993",3,"11,62","0,11617",,
DE000DC45GD1,"0,00","0,01","0,10047",16.10.2019,"11,19","0,10047",3,"11,68","0,11676",,
DE000DC45GE9,"0,00","0,01","0,10276",16.10.2019,"11,44","0,10276",3,"11,93","0,11928",,
DE000DC45GF6,"0,00","0,01","0,10418",16.10.2019,"11,60","0,10418",3,"12,09","0,12085",,
DE000DC45GG4,"0,00","0,01","0,1047",16.10.2019,"11,66","0,1047",3,"12,14","0,12141",,
DE000DC45GH2,"0,00","0,01","0,10436",16.10.2019,"11,63","0,10436",3,"12,10","0,12096",,
DE000DC45GJ8,"0,00","0,01","0,10663",16.10.2019,"11,88","0,10663",3,"12,35","0,12352",,
DE000DC45GK6,"0,00","0,01","0,10631",16.10.2019,"11,84","0,10631",3,"12,32","0,12318",,
DE000DC45GL4,"0,00","0,01","0,10684",16.10.2019,"11,90","0,10684",3,"12,37","0,12368",,
DE000DC45GM2,"0,00","0,01","0,11168",16.10.2019,"12,44","0,11168",3,"12,91","0,12907",,
DE000DC45GN0,"0,00","0,01","0,11391",16.10.2019,"12,69","0,11391",3,"13,15","0,13154",,
DE000DC45GP5,"0,00","0,01","0,10932",16.10.2019,"12,18","0,10932",3,"12,64","0,12636",,
DE000DC45GQ3,"0,00","0,01","0,1124",16.10.2019,"12,53","0,1124",3,"12,98","0,12977",,
DE000DC45GR1,"0,00","0,01","0,11549",16.10.2019,"12,87","0,11549",3,"13,31","0,13313",,
DE000DC45GS9,"0,00","0,01","0,11432",16.10.2019,"12,74","0,11432",3,"13,18","0,13181",,
