ISIN,ausstiegskosten,bezugsverhaeltnis,einstiegskosten,erstelldatum,gesamtkosten_0,relative_gesamtkosten_0,risikoklasse,gesamtkosten_1,relative_gesamtkosten_1,gesamtkosten_2,relative_gesamtkosten_2
DE000DC1J094,"0,00","0,01","0,10068",16.10.2019,"10,07","0,10068",4,,,,
DE000DC1J0A4,"0,00","0,01","0,11909",16.10.2019,"14,21","0,11909",4,"15,02","0,15017",,
DE000DC1J0B2,"0,00","0,01","0,11857",16.10.2019,"14,13","0,11857",4,"14,94","0,14942",,
DE000DC1J0C0,"0,00","0,01","0,11954",16.10.2019,"14,25","0,11954",4,"15,06","0,15058",,
DE000DC1J0D8,"0,00","0,01","0,11403",16.10.2019,"13,59","0,11403",4,"14,41","0,14406",,
DE000DC1J0E6,"0,00","0,01","0,14003",16.10.2019,"30,94","0,14003",4,"32,45","0,32452",,
DE000DC1J0F3,"0,00","0,01","0,13828",16.10.2019,"30,54","0,13828",4,"31,89","0,31895",,
DE000DC1J0G1,"0,00","0,01","0,13867",16.10.2019,"30,57","0,13867",4,"32,03","0,32034",,
DE000DC1JNK3,"0,00","0,01","0,02289",16.10.2019,"2,29","0,02289",1,,,,
DE000DC1JNL1,"0,00","0,01","0,02022",16.10.2019,"2,02","0,02022",1,,,,
DE000DC1JNM9,"0,00","0,01","0,01683",16.10.2019,"1,68","0,01683",1,,,,
DE000DC1JNN7,"0,00","0,01","0,01798",16.10.2019,"1,80","0,01798",1,,,,
DE000DC1JNP2,"0,00","0,01","0,03003",16.10.2019,"3,00","0,03003",1,,,,
DE000DC1JNQ0,"0,00","0,01","0,0264",16.10.2019,"2,64","0,0264",1,,,,
DE000DC1JNR8,"0,00","0,01","0,02612",16.10.2019,"2,61","0,02612",1,,,,
DE000DC1JNS6,"0,00","0,01","0,02646",16.10.2019,"2,65","0,02646",1,,,,
DE000DC1JNT4,"0,00","0,01","0,02727",16.10.2019,"2,73","0,02727",1,,,,
DE000DC1JNU2,"0,00","0,01","0,02856",16.10.2019,"2,86","0,02856",1,,,,
DE000DC1JNV0,"0,00","0,01","0,04481",16.10.2019,"4,48","0,04481",1,,,,
DE000DC1JNW8,"0,00","0,01","0,04563",16.10.2019,"4,56","0,04563",1,,,,
DE000DC1JNX6,"0,00","0,01","0,04584",16.10.2019,"4,58","0,04584",1,,,,
DE000DC1JNY4,"0,00","0,01","0,05124",16.10.2019,"5,12","0,05124",1,,,,
DE000DC1JNZ1,"0,00","0,01","0,04721",16.10.2019,"4,72","0,04721",1,,,,
DE000DC1JP06,"0,00","0,01","0,04765",16.10.2019,"4,76","0,04765",1,,,,
DE000DC1JP14,"0,00","0,01","0,05387",16.10.2019,"5,39","0,05387",1,,,,
DE000DC1JP22,"0,00","0,01","0,06205",15.10.2019,"6,20","0,06205",1,,,,
DE000DC1JP30,"0,00","0,01","0,05994",16.10.2019,"5,99","0,05994",1,,,,
DE000DC1JP48,"0,00","0,01","0,04959",16.10.2019,"4,96","0,04959",1,,,,
DE000DC1JP55,"0,00","0,01","0,05092",16.10.2019,"5,09","0,05092",1,,,,
DE000DC1JP63,"0,00","0,01","0,06182",16.10.2019,"6,18","0,06182",1,,,,
DE000DC1JP71,"0,00","0,01","0,05521",16.10.2019,"5,52","0,05521",1,,,,
DE000DC1JP89,"0,00","0,01","0,0518",16.10.2019,"5,18","0,0518",1,,,,
DE000DC1JP97,"0,00","0,01","0,05254",16.10.2019,"5,25","0,05254",1,,,,
DE000DC1JPA9,"0,00","0,01","0,05304",16.10.2019,"5,30","0,05304",1,,,,
DE000DC1JPB7,"0,00","0,01","0,05706",16.10.2019,"5,71","0,05706",2,,,,
DE000DC1JPC5,"0,00","0,01","0,06477",16.10.2019,"6,48","0,06477",1,,,,
DE000DC1JPD3,"0,00","0,01","0,05563",16.10.2019,"5,56","0,05563",2,,,,
DE000DC1JPE1,"0,00","0,01","0,05612",16.10.2019,"5,61","0,05612",2,,,,
DE000DC1JPF8,"0,00","0,01","0,05693",16.10.2019,"5,69","0,05693",2,,,,
DE000DC1JPG6,"0,00","0,01","0,0574",16.10.2019,"5,74","0,0574",2,,,,
DE000DC1JPH4,"0,00","0,01","0,0583",16.10.2019,"5,83","0,0583",2,,,,
DE000DC1JPJ0,"0,00","0,01","0,06897",16.10.2019,"6,90","0,06897",2,,,,
DE000DC1JPK8,"0,00","0,01","0,06061",16.10.2019,"6,06","0,06061",2,,,,
DE000DC1JPL6,"0,00","0,01","0,06043",16.10.2019,"6,04","0,06043",2,,,,
DE000DC1JPM4,"0,00","0,01","0,06151",16.10.2019,"6,15","0,06151",2,,,,
DE000DC1JPN2,"0,00","0,01","0,06207",16.10.2019,"6,21","0,06207",2,,,,
DE000DC1JPP7,"0,00","0,01","0,06554",16.10.2019,"6,55","0,06554",2,,,,
DE000DC1JPQ5,"0,00","0,01","0,06483",16.10.2019,"6,48","0,06483",2,,,,
DE000DC1JPR3,"0,00","0,01","0,0663",16.10.2019,"6,63","0,0663",2,,,,
DE000DC1JPS1,"0,00","0,01","0,06774",16.10.2019,"6,77","0,06774",3,,,,
DE000DC1JPT9,"0,00","0,01","0,06694",16.10.2019,"6,69","0,06694",2,,,,
DE000DC1JPU7,"0,00","0,01","0,06919",16.10.2019,"6,92","0,06919",3,,,,
DE000DC1JPV5,"0,00","0,01","0,07042",16.10.2019,"7,04","0,07042",3,,,,
DE000DC1JPW3,"0,00","0,01","0,06952",16.10.2019,"6,95","0,06952",3,,,,
DE000DC1JPX1,"0,00","0,01","0,07023",16.10.2019,"7,02","0,07023",3,,,,
DE000DC1JPY9,"0,00","0,01","0,07294",16.10.2019,"7,29","0,07294",3,,,,
DE000DC1JPZ6,"0,00","0,01","0,07164",16.10.2019,"7,16","0,07164",3,,,,
DE000DC1JQ05,"0,00","0,01","0,07433",16.10.2019,"7,43","0,07433",3,,,,
DE000DC1JQ13,"0,00","0,01","0,07503",16.10.2019,"7,50","0,07503",3,,,,
DE000DC1JQ21,"0,00","0,01","0,07475",16.10.2019,"7,47","0,07475",3,,,,
DE000DC1JQ39,"0,00","0,01","0,07935",16.10.2019,"7,94","0,07935",3,,,,
DE000DC1JQ47,"0,00","0,01","0,07807",16.10.2019,"7,81","0,07807",3,,,,
DE000DC1JQ54,"0,00","0,01","0,07778",16.10.2019,"7,78","0,07778",3,,,,
DE000DC1JQ62,"0,00","0,01","0,08137",16.10.2019,"8,14","0,08137",3,,,,
DE000DC1JQ70,"0,00","0,01","0,083",16.10.2019,"8,30","0,083",3,,,,
DE000DC1JQ88,"0,00","0,01","0,0827",16.10.2019,"8,27","0,0827",3,,,,
DE000DC1JQ96,"0,00","0,01","0,08241",16.10.2019,"8,24","0,08241",3,,,,
DE000DC1JQA7,"0,00","0,01","0,08689",16.10.2019,"8,69","0,08689",3,,,,
DE000DC1JQB5,"0,00","0,01","0,08564",16.10.2019,"8,56","0,08564",3,,,,
DE000DC1JQC3,"0,00","0,01","0,08914",16.10.2019,"8,91","0,08914",3,,,,
DE000DC1JQD1,"0,00","0,01","0,0879",16.10.2019,"8,79","0,0879",3,,,,
DE000DC1JQE9,"0,00","0,01","0,08949",16.10.2019,"8,95","0,08949",3,,,,
DE000DC1JQF6,"0,00","0,01","0,0892",16.10.2019,"8,92","0,0892",3,,,,
DE000DC1JQG4,"0,00","0,01","0,09172",16.10.2019,"9,17","0,09172",3,,,,
DE000DC1JQH2,"0,00","0,01","0,09332",16.10.2019,"9,33","0,09332",3,,,,
DE000DC1JQJ8,"0,00","0,01","0,09395",16.10.2019,"9,39","0,09395",3,,,,
DE000DC1JQK6,"0,00","0,01","0,09367",16.10.2019,"9,37","0,09367",3,,,,
DE000DC1JQL4,"0,00","0,01","0,0934",16.10.2019,"9,34","0,0934",3,,,,
DE000DC1JQM2,"0,00","0,01","0,09959",16.10.2019,"9,96","0,09959",3,,,,
DE000DC1JQN0,"0,00","0,01","0,09931",16.10.2019,"9,93","0,09931",3,,,,
DE000DC1JQP5,"0,00","0,01","0,10178",16.10.2019,"10,18","0,10178",3,,,,
DE000DC1JQQ3,"0,00","0,01","0,09967",16.10.2019,"9,97","0,09967",3,,,,
DE000DC1JQR1,"0,00","0,01","0,1058",16.10.2019,"10,58","0,1058",4,,,,
DE000DC1JQS9,"0,00","0,01","0,10006",16.10.2019,"10,01","0,10006",4,,,,
DE000DC1JQT7,"0,00","0,01","0,10436",16.10.2019,"10,44","0,10436",4,,,,
DE000DC1JQU5,"0,00","0,01","0,1059",16.10.2019,"10,59","0,1059",4,,,,
DE000DC1JQV3,"0,00","0,01","0,10748",16.10.2019,"10,75","0,10748",4,,,,
DE000DC1JQW1,"0,00","0,01","0,10453",16.10.2019,"10,45","0,10453",4,,,,
DE000DC1JQX9,"0,00","0,01","0,1052",16.10.2019,"10,52","0,1052",4,,,,
DE000DC1JQY7,"0,00","0,01","0,11729",15.10.2019,"11,73","0,11729",4,,,,
DE000DC1JQZ4,"0,00","0,01","0,10654",16.10.2019,"10,65","0,10654",4,,,,
DE000DC1JR04,"0,00","0,01","0,10901",16.10.2019,"10,90","0,10901",4,,,,
DE000DC1JR12,"0,00","0,01","0,11503",16.10.2019,"11,50","0,11503",4,,,,
DE000DC1JR20,"0,00","0,01","0,1166",16.10.2019,"11,66","0,1166",4,,,,
DE000DC1JR38,"0,00","0,01","0,11284",16.10.2019,"11,28","0,11284",4,,,,
DE000DC1JR46,"0,00","0,01","0,11354",16.10.2019,"11,35","0,11354",4,,,,
DE000DC1JR53,"0,00","0,01","0,11246",16.10.2019,"11,25","0,11246",4,,,,
DE000DC1JR61,"0,00","0,01","0,11937",16.10.2019,"11,94","0,11937",4,,,,
DE000DC1JR79,"0,00","0,01","0,11479",16.10.2019,"11,48","0,11479",4,,,,
DE000DC1JR87,"0,00","0,01","0,11463",16.10.2019,"11,46","0,11463",4,,,,
DE000DC1JR95,"0,00","0,01","0,11888",16.10.2019,"11,89","0,11888",4,,,,
DE000DC1JRA5,"0,00","0,01","0,11669",16.10.2019,"11,67","0,11669",4,,,,
DE000DC1JRB3,"0,00","0,01","0,11122",16.10.2019,"11,12","0,11122",4,,,,
DE000DC1JRC1,"0,00","0,01","0,11178",16.10.2019,"11,18","0,11178",4,,,,
DE000DC1JRD9,"0,00","0,01","0,1166",16.10.2019,"11,66","0,1166",4,,,,
DE000DC1JRE7,"0,00","0,01","0,11739",16.10.2019,"11,74","0,11739",4,,,,
DE000DC1JRF4,"0,00","0,01","0,11768",16.10.2019,"11,77","0,11768",4,,,,
DE000DC1JRG2,"0,00","0,01","0,11203",16.10.2019,"11,20","0,11203",4,,,,
DE000DC1JRH0,"0,00","0,01","0,11165",16.10.2019,"11,16","0,11165",4,,,,
DE000DC1X574,"0,00","0,01","0,10089",16.10.2019,"10,09","0,10089",4,,,,
DE000DC1X582,"0,00","0,01","0,09644",16.10.2019,"9,64","0,09644",4,,,,
DE000DC1X590,"0,00","0,01","0,09811",16.10.2019,"9,81","0,09811",4,,,,
DE000DC1X616,"0,00","0,01","0,09352",16.10.2019,"9,35","0,09352",4,,,,
DE000DC1X632,"0,00","0,01","0,11465",16.10.2019,"13,65","0,11465",4,"14,44","0,14445",,
DE000DC1X657,"0,00","0,01","0,11119",16.10.2019,"13,24","0,11119",4,"13,97","0,13968",,
DE000DC1X6B1,"0,00","0,01","0,13701",16.10.2019,"30,21","0,13701",4,"31,74","0,31739",,
DE000DC1X6C9,"0,00","0,01","0,13258",16.10.2019,"29,00","0,13258",4,"30,84","0,30841",,
DE000DC2TUL3,"0,00","0,01","0,02382",16.10.2019,"2,38","0,02382",1,,,,
DE000DC2TUM1,"0,00","0,01","0,03115",16.10.2019,"3,12","0,03115",1,,,,
DE000DC2TUN9,"0,00","0,01","0,02619",16.10.2019,"2,62","0,02619",1,,,,
DE000DC2TUP4,"0,00","0,01","0,02689",16.10.2019,"2,69","0,02689",1,,,,
DE000DC2TUQ2,"0,00","0,01","0,02298",16.10.2019,"2,30","0,02298",1,,,,
DE000DC2TUR0,"0,00","0,01","0,02349",16.10.2019,"2,35","0,02349",2,,,,
DE000DC2TUS8,"0,00","0,01","0,02489",16.10.2019,"2,49","0,02489",2,,,,
DE000DC2TUT6,"0,00","0,01","0,02558",16.10.2019,"2,56","0,02558",3,,,,
DE000DC2TUU4,"0,00","0,01","0,02693",16.10.2019,"2,69","0,02693",3,,,,
DE000DC2TUV2,"0,00","0,01","0,02674",16.10.2019,"2,67","0,02674",3,,,,
DE000DC2TUW0,"0,00","0,01","0,02894",16.10.2019,"2,89","0,02894",3,,,,
DE000DC2TUX8,"0,00","0,01","0,04143",16.10.2019,"4,14","0,04143",2,,,,
DE000DC2TUY6,"0,00","0,01","0,04302",16.10.2019,"4,30","0,04302",2,,,,
DE000DC2TUZ3,"0,00","0,01","0,04458",16.10.2019,"4,46","0,04458",2,,,,
DE000DC2TV05,"0,00","0,01","0,04421",16.10.2019,"4,42","0,04421",2,,,,
DE000DC2TV13,"0,00","0,01","0,04575",16.10.2019,"4,58","0,04575",2,,,,
DE000DC2TV21,"0,00","0,01","0,04822",16.10.2019,"4,82","0,04822",3,,,,
DE000DC2TV39,"0,00","0,01","0,05064",16.10.2019,"5,06","0,05064",3,,,,
DE000DC2TV47,"0,00","0,01","0,05212",16.10.2019,"5,21","0,05212",3,,,,
DE000DC2TV54,"0,00","0,01","0,20383",16.10.2019,"20,38","0,20383",3,,,,
DE000DC2TV62,"0,00","0,01","0,20784",16.10.2019,"20,78","0,20784",3,,,,
DE000DC2TV70,"0,00","0,01","0,20818",16.10.2019,"20,82","0,20818",3,,,,
DE000DC2TV88,"0,00","0,01","0,21218",16.10.2019,"21,22","0,21218",3,,,,
DE000DC2TV96,"0,00","0,01","0,21709",16.10.2019,"21,71","0,21709",3,,,,
DE000DC2TVA4,"0,00","0,01","0,21752",16.10.2019,"21,75","0,21752",3,,,,
DE000DC2TVB2,"0,00","0,01","0,22153",16.10.2019,"22,15","0,22153",3,,,,
DE000DC2TVC0,"0,00","0,01","0,22204",16.10.2019,"22,20","0,22204",3,,,,
DE000DC2TVD8,"0,00","0,01","0,22785",16.10.2019,"22,78","0,22785",3,,,,
DE000DC2TVE6,"0,00","0,01","0,23192",16.10.2019,"23,19","0,23192",4,,,,
DE000DC2TVF3,"0,00","0,01","0,0594",16.10.2019,"5,94","0,0594",2,,,,
DE000DC2TVG1,"0,00","0,01","0,0632",16.10.2019,"6,32","0,0632",2,,,,
DE000DC2TVH9,"0,00","0,01","0,06466",16.10.2019,"6,47","0,06466",3,,,,
DE000DC2TVJ5,"0,00","0,01","0,06709",16.10.2019,"6,71","0,06709",3,,,,
DE000DC2TVK3,"0,00","0,01","0,06752",16.10.2019,"6,75","0,06752",3,,,,
DE000DC2TVL1,"0,00","0,01","0,07088",16.10.2019,"7,09","0,07088",3,,,,
DE000DC2TVM9,"0,00","0,01","0,58091",16.10.2019,"58,09","0,58091",3,,,,
DE000DC2TVN7,"0,00","0,01","0,58796",16.10.2019,"58,80","0,58796",3,,,,
DE000DC2TVP2,"0,00","0,01","0,58362",16.10.2019,"58,36","0,58362",3,,,,
DE000DC2TVQ0,"0,00","0,01","0,5917",16.10.2019,"59,17","0,5917",3,,,,
DE000DC2TVR8,"0,00","0,01","0,5923",16.10.2019,"59,23","0,5923",3,,,,
DE000DC2TVS6,"0,00","0,01","0,59939",16.10.2019,"59,94","0,59939",3,,,,
DE000DC2TVT4,"0,00","0,01","0,59654",16.10.2019,"59,65","0,59654",3,,,,
DE000DC2TVU2,"0,00","0,01","0,6066",16.10.2019,"60,66","0,6066",3,,,,
DE000DC2TVV0,"0,00","0,01","0,60395",16.10.2019,"60,40","0,60395",3,,,,
DE000DC2TVW8,"0,00","0,01","0,61224",16.10.2019,"61,22","0,61224",4,,,,
DE000DC2TVX6,"0,00","0,01","0,61522",16.10.2019,"61,52","0,61522",4,,,,
DE000DC2TVY4,"0,00","0,01","0,62098",16.10.2019,"62,10","0,62098",4,,,,
DE000DC2TVZ1,"0,00","0,01","0,07456",16.10.2019,"7,46","0,07456",3,,,,
DE000DC2TW04,"0,00","0,01","0,07732",16.10.2019,"7,73","0,07732",3,,,,
DE000DC2TW12,"0,00","0,01","0,07779",16.10.2019,"7,78","0,07779",3,,,,
DE000DC2TW20,"0,00","0,01","0,0799",16.10.2019,"7,99","0,0799",3,,,,
DE000DC2TWA2,"0,00","0,01","0,08136",16.10.2019,"8,14","0,08136",3,,,,
DE000DC2TWB0,"0,00","0,01","0,59993",16.10.2019,"59,99","0,59993",3,,,,
DE000DC2TWC8,"0,00","0,01","0,5984",16.10.2019,"59,84","0,5984",3,,,,
DE000DC2TWD6,"0,00","0,01","0,60856",16.10.2019,"60,86","0,60856",3,,,,
DE000DC2TWE4,"0,00","0,01","0,60808",16.10.2019,"60,81","0,60808",3,,,,
DE000DC2TWF1,"0,00","0,01","0,61341",16.10.2019,"61,34","0,61341",3,,,,
DE000DC2TWG9,"0,00","0,01","0,61012",16.10.2019,"61,01","0,61012",3,,,,
DE000DC2TWH7,"0,00","0,01","0,61751",16.10.2019,"61,75","0,61751",3,,,,
DE000DC2TWJ3,"0,00","0,01","0,61838",16.10.2019,"61,84","0,61838",3,,,,
DE000DC2TWK1,"0,00","0,01","0,62572",16.10.2019,"62,57","0,62572",3,,,,
DE000DC2TWL9,"0,00","0,01","0,62769",16.10.2019,"62,77","0,62769",3,,,,
DE000DC2TWM7,"0,00","0,01","0,63605",16.10.2019,"63,61","0,63605",3,,,,
DE000DC2TWN5,"0,00","0,01","0,63352",16.10.2019,"63,35","0,63352",4,,,,
DE000DC2TWP0,"0,00","0,01","0,64036",16.10.2019,"64,04","0,64036",4,,,,
DE000DC2TWQ8,"0,00","0,01","0,07729",16.10.2019,"8,90","0,07729",3,"9,44","0,09442",,
DE000DC2TWR6,"0,00","0,01","0,08012",16.10.2019,"9,23","0,08012",3,"9,76","0,09764",,
DE000DC2TWS4,"0,00","0,01","0,08127",16.10.2019,"9,36","0,08127",3,"9,89","0,09893",,
DE000DC2TWT2,"0,00","0,01","0,08458",16.10.2019,"9,74","0,08458",3,"10,27","0,10271",,
DE000DC2TWU0,"0,00","0,01","0,53422",16.10.2019,"61,53","0,53422",3,"62,10","0,62103",,
DE000DC2TWV8,"0,00","0,01","0,53408",16.10.2019,"61,52","0,53408",3,"62,09","0,62092",,
DE000DC2TWW6,"0,00","0,01","0,54069",16.10.2019,"62,29","0,54069",3,"62,86","0,62857",,
DE000DC2TWX4,"0,00","0,01","0,53812",16.10.2019,"62,00","0,53812",3,"62,57","0,62566",,
DE000DC2TWY2,"0,00","0,01","0,54628",16.10.2019,"62,95","0,54628",3,"63,49","0,63489",,
DE000DC2TWZ9,"0,00","0,01","0,54659",16.10.2019,"63,00","0,54659",3,"63,54","0,63539",,
DE000DC2US07,"0,00","0,01","0,55294",16.10.2019,"63,74","0,55294",3,"64,28","0,6428",,
DE000DC2US15,"0,00","0,01","0,54902",16.10.2019,"63,30","0,54902",3,"63,82","0,63821",,
DE000DC2US23,"0,00","0,01","0,56141",16.10.2019,"64,74","0,56141",3,"65,25","0,6525",,
DE000DC2US31,"0,00","0,01","0,55525",16.10.2019,"64,04","0,55525",3,"64,52","0,6452",,
DE000DC2US49,"0,00","0,01","0,56501",16.10.2019,"65,18","0,56501",3,"65,65","0,65647",,
DE000DC2US56,"0,00","0,01","0,56651",16.10.2019,"65,37","0,56651",3,"65,81","0,65812",,
DE000DC2US64,"0,00","0,01","0,57047",16.10.2019,"65,84","0,57047",3,"66,20","0,66198",,
DE000DC2US72,"0,00","0,01","0,57055",16.10.2019,"65,86","0,57055",4,"66,21","0,66207",,
DE000DC2VG34,"0,00","0,01","0,07279",16.10.2019,"7,28","0,07279",4,,,,
DE000DC2VG42,"0,00","0,01","0,06914",16.10.2019,"6,91","0,06914",4,,,,
DE000DC2VG59,"0,00","0,01","0,07138",16.10.2019,"7,14","0,07138",4,,,,
DE000DC2VG67,"0,00","0,01","0,06499",16.10.2019,"6,50","0,06499",4,,,,
DE000DC2VG75,"0,00","0,01","0,06723",16.10.2019,"6,72","0,06723",4,,,,
DE000DC2VG83,"0,00","0,01","0,06488",16.10.2019,"6,49","0,06488",4,,,,
DE000DC2VG91,"0,00","0,01","0,09397",16.10.2019,"9,40","0,09397",4,,,,
DE000DC2VGA1,"0,00","0,01","0,0892",16.10.2019,"8,92","0,0892",4,,,,
DE000DC2VGB9,"0,00","0,01","0,0894",16.10.2019,"8,94","0,0894",4,,,,
DE000DC2VGC7,"0,00","0,01","0,08567",16.10.2019,"8,57","0,08567",4,,,,
DE000DC2VGD5,"0,00","0,01","0,08121",16.10.2019,"8,12","0,08121",4,,,,
DE000DC2VGE3,"0,00","0,01","0,08336",16.10.2019,"8,34","0,08336",4,,,,
DE000DC2VGF0,"0,00","0,01","0,08265",16.10.2019,"8,26","0,08265",4,,,,
DE000DC2VGG8,"0,00","0,01","0,0356",16.10.2019,"3,56","0,0356",1,,,,
DE000DC2VGH6,"0,00","0,01","0,05003",16.10.2019,"5,00","0,05003",1,,,,
DE000DC2VGJ2,"0,00","0,01","0,05374",16.10.2019,"5,37","0,05374",1,,,,
DE000DC2VGK0,"0,00","0,01","0,06115",16.10.2019,"6,12","0,06115",1,,,,
DE000DC2VGL8,"0,00","0,01","0,04965",16.10.2019,"4,97","0,04965",1,,,,
DE000DC2VGM6,"0,00","0,01","0,05629",16.10.2019,"5,63","0,05629",1,,,,
DE000DC2VGN4,"0,00","0,01","0,05171",16.10.2019,"5,17","0,05171",1,,,,
DE000DC2VGP9,"0,00","0,01","0,05755",16.10.2019,"5,76","0,05755",1,,,,
DE000DC2VGQ7,"0,00","0,01","0,05184",16.10.2019,"5,18","0,05184",1,,,,
DE000DC2VGR5,"0,00","0,01","0,0525",16.10.2019,"5,25","0,0525",1,,,,
DE000DC2VGS3,"0,00","0,01","0,05882",16.10.2019,"5,88","0,05882",1,,,,
DE000DC2VGT1,"0,00","0,01","0,05689",16.10.2019,"5,69","0,05689",1,,,,
DE000DC2VGU9,"0,00","0,01","0,05418",16.10.2019,"5,42","0,05418",1,,,,
DE000DC2VGV7,"0,00","0,01","0,05493",16.10.2019,"5,49","0,05493",1,,,,
DE000DC2VGW5,"0,00","0,01","0,05555",16.10.2019,"5,55","0,05555",1,,,,
DE000DC2VGX3,"0,00","0,01","0,0565",16.10.2019,"5,65","0,0565",1,,,,
DE000DC2VGY1,"0,00","0,01","0,05959",16.10.2019,"5,96","0,05959",1,,,,
DE000DC2VGZ8,"0,00","0,01","0,0679",16.10.2019,"6,79","0,0679",1,,,,
DE000DC2VH09,"0,00","0,01","0,05943",16.10.2019,"5,94","0,05943",2,,,,
DE000DC2VH17,"0,00","0,01","0,05957",16.10.2019,"5,96","0,05957",2,,,,
DE000DC2VH25,"0,00","0,01","0,06116",16.10.2019,"6,12","0,06116",2,,,,
DE000DC2VH33,"0,00","0,01","0,06118",16.10.2019,"6,12","0,06118",2,,,,
DE000DC2VH41,"0,00","0,01","0,06165",16.10.2019,"6,17","0,06165",2,,,,
DE000DC2VH58,"0,00","0,01","0,06364",16.10.2019,"6,36","0,06364",2,,,,
DE000DC2VH66,"0,00","0,01","0,07327",16.10.2019,"7,33","0,07327",2,,,,
DE000DC2VH74,"0,00","0,01","0,06388",16.10.2019,"6,39","0,06388",2,,,,
DE000DC2VH82,"0,00","0,01","0,06456",16.10.2019,"6,46","0,06456",2,,,,
DE000DC2VH90,"0,00","0,01","0,06703",16.10.2019,"6,70","0,06703",2,,,,
DE000DC2VHA9,"0,00","0,01","0,06608",16.10.2019,"6,61","0,06608",2,,,,
DE000DC2VHB7,"0,00","0,01","0,06683",16.10.2019,"6,68","0,06683",2,,,,
DE000DC2VHC5,"0,00","0,01","0,0679",16.10.2019,"6,79","0,0679",2,,,,
DE000DC2VHD3,"0,00","0,01","0,06905",16.10.2019,"6,91","0,06905",2,,,,
DE000DC2VHE1,"0,00","0,01","0,07021",16.10.2019,"7,02","0,07021",2,,,,
DE000DC2VHF8,"0,00","0,01","0,07281",16.10.2019,"7,28","0,07281",2,,,,
DE000DC2VHG6,"0,00","0,01","0,07353",16.10.2019,"7,35","0,07353",3,,,,
DE000DC2VHH4,"0,00","0,01","0,0729",16.10.2019,"7,29","0,0729",3,,,,
DE000DC2VHJ0,"0,00","0,01","0,07423",16.10.2019,"7,42","0,07423",3,,,,
DE000DC2VHK8,"0,00","0,01","0,07464",16.10.2019,"7,46","0,07464",3,,,,
DE000DC2VHL6,"0,00","0,01","0,07716",16.10.2019,"7,72","0,07716",3,,,,
DE000DC2VHM4,"0,00","0,01","0,07695",16.10.2019,"7,70","0,07695",3,,,,
DE000DC2VHN2,"0,00","0,01","0,08057",16.10.2019,"8,06","0,08057",3,,,,
DE000DC2VHP7,"0,00","0,01","0,08125",16.10.2019,"8,13","0,08125",3,,,,
DE000DC2VHQ5,"0,00","0,01","0,07892",16.10.2019,"7,89","0,07892",3,,,,
DE000DC2VHR3,"0,00","0,01","0,0806",16.10.2019,"8,06","0,0806",3,,,,
DE000DC2VHS1,"0,00","0,01","0,08327",16.10.2019,"8,33","0,08327",3,,,,
DE000DC2VHT9,"0,00","0,01","0,08294",16.10.2019,"8,29","0,08294",3,,,,
DE000DC2VHU7,"0,00","0,01","0,08362",16.10.2019,"8,36","0,08362",3,,,,
DE000DC2VHV5,"0,00","0,01","0,08428",16.10.2019,"8,43","0,08428",3,,,,
DE000DC2VHW3,"0,00","0,01","0,08593",16.10.2019,"8,59","0,08593",3,,,,
DE000DC2VHX1,"0,00","0,01","0,08757",16.10.2019,"8,76","0,08757",3,,,,
DE000DC2VHY9,"0,00","0,01","0,08919",16.10.2019,"8,92","0,08919",3,,,,
DE000DC2VHZ6,"0,00","0,01","0,08887",16.10.2019,"8,89","0,08887",3,,,,
DE000DC2VJ07,"0,00","0,01","0,08953",16.10.2019,"8,95","0,08953",3,,,,
DE000DC2VJ15,"0,00","0,01","0,09211",16.10.2019,"9,21","0,09211",3,,,,
DE000DC2VJ23,"0,00","0,01","0,09275",16.10.2019,"9,28","0,09275",3,,,,
DE000DC2VJ31,"0,00","0,01","0,09627",16.10.2019,"9,63","0,09627",3,,,,
DE000DC2VJ49,"0,00","0,01","0,09785",16.10.2019,"9,79","0,09785",3,,,,
DE000DC2VJ56,"0,00","0,01","0,10038",16.10.2019,"10,04","0,10038",3,,,,
DE000DC2VJ64,"0,00","0,01","0,09629",16.10.2019,"9,63","0,09629",3,,,,
DE000DC2VJ72,"0,00","0,01","0,10258",16.10.2019,"10,26","0,10258",3,,,,
DE000DC2VJ80,"0,00","0,01","0,1032",16.10.2019,"10,32","0,1032",3,,,,
DE000DC2VJ98,"0,00","0,01","0,10008",16.10.2019,"10,01","0,10008",3,,,,
DE000DC2VJA5,"0,00","0,01","0,10353",16.10.2019,"10,35","0,10353",3,,,,
DE000DC2VJB3,"0,00","0,01","0,10231",16.10.2019,"10,23","0,10231",4,,,,
DE000DC2VJC1,"0,00","0,01","0,10573",16.10.2019,"10,57","0,10573",3,,,,
DE000DC2VKP1,"0,00","0,01","0,11006",16.10.2019,"11,01","0,11006",3,,,,
DE000DC2VKQ9,"0,00","0,01","0,10793",16.10.2019,"10,79","0,10793",4,,,,
DE000DC2VKR7,"0,00","0,01","0,10486",16.10.2019,"10,49","0,10486",4,,,,
DE000DC2VKS5,"0,00","0,01","0,10828",16.10.2019,"10,83","0,10828",4,,,,
DE000DC2VKT3,"0,00","0,01","0,11076",16.10.2019,"11,08","0,11076",4,,,,
DE000DC2VKU1,"0,00","0,01","0,11141",16.10.2019,"11,14","0,11141",4,,,,
DE000DC2VKV9,"0,00","0,01","0,1157",16.10.2019,"11,57","0,1157",4,,,,
